"WSEI_SAMPLE_ID","WSEI_LATITUDE","WSEI_LONGITUDE","WSEI_PRIMARY_CONTACT","WSEI_SECONDARY_CONTACT","WSEI_WATER_CLARITY","WSEI_SUSPENDED_PHYTOPLANKTON","WSEI_PERIPHYTON","WSEI_MACROPHYTE","WSEI_ODOR","WSEI_TRASH","WSEI_DISCHARGE_PIPE","WSEI_PRIMARY_VARIABLE","WSEI_CURRENT_WEATHER","WSEI_PREV_WEATHER","WSEI_EPIFAUNAL_COVER","WSEI_EMBEDDEDNESPOOLING","WSEI_VELOCITY_DEPTH_REGIME","WSEI_SEDIMENT_DEPOSITION","WSEI_FLOW_STATUS","WSEI_CHANNEL_ALTERATION","WSEI_RIFFLE_BEND_FREQUENCY","WSEI_LEFT_BANK_STABILITY","WSEI_RIGHT_BANK_STABILITY","WSEI_LEFT_BANK_VEG","WSEI_RIGHT_BANK_VEG","WSEI_LEFT_BANK_VEG_ZONE","WSEI_RIGHT_BANK_VEG_ZONE","WSEI_COLLECTION_DATE","WSEI_USER_NOTES"
"42.9713_-75.9354_20160817",42.9713,-75.9354,NA,NA,8,0,3,0,0,0,0,"water clarity","sun","rain","a","a","a","a","a","a","a","a","a","a","a","c","c","8/17/2016","heavy rain the day before sampling"
"42.9722_-73.8637_20160831",42.9722,-73.8637,"b","f",0,1,1,1,0,0,4,"discharge pipes","clouds","sun","a","b","a","b","b","a","a","a","a","a","a","a","a","8/31/2016",""
"42.9723_-73.864_20170930",42.9723,-73.864,"d","f",3,0,0,0,0,7,3,"trash","rain","rain","a","b","b","b","a","b","a","b","b","b","b","a","b","9/30/2017",""
"42.9758_-73.8428_20130805",42.9758,-73.8428,"b","b",0,0,2,0,0,0,0,"periphyton","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/5/2013",""
"42.9758_-73.8428_20140808",42.9758,-73.8428,"a","a",0,1,2,1,0,0,0,"","sun","rain","b","a","a","a","a","b","a","a","a","a","a","a","b","8/8/2014",""
"42.9758_-73.8428_20150911",42.9758,-73.8428,"a","a",2,2,5,0,0,0,0,"","sun","rain","a","a","a","a","a","a","a","a","a","a","a","a","a","9/11/2015",""
"42.979_-77.9884_20170930",42.979,-77.9884,"b","b",5,0,4,3,0,1,0,"","clouds","rain","b","a","b","b","b","b","b","b","a","b","a","b","a","9/30/2017","planaria (possible parasites)"
"42.9912_-76.0696_20170920",42.9912,-76.0696,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/20/2017",""
"42.993_-74.7932_20160710",42.993,-74.7932,"e","e",2,1,2,0,0,0,1,"","rain","clouds","c","b","b","b","b","a","a","b","b","a","a","a","a","7/10/2016","low water"
"42.9939_-78.4351_20190820",42.9939,-78.4351,"b","b",2,0,6,4,0,0,2,"periphyton","sun","sun","b","a","b","b","a","b","a","a","a","a","b","b","c","8/20/2019",""
"42.9958_-76.0717_20170830",42.9958,-76.0717,"b","b",0,0,2,2,0,1,0,"","sun","sun","a","a","a","a","a","a","a","b","b","b","b","b","b","8/30/2017",""
"42.9962_-75.9871_20150812",42.9962,-75.9871,"a","a",0,0,1,2,0,0,0,"discharge pipes","sun","rain","a","a","a","b","a","a","a",NA,"a","b","a","b","b","8/12/2015","cement wall"
"42.9975_-74.115_20160930",42.9975,-74.115,NA,NA,1,0,1,0,0,1,0,"",NA,NA,"c","b","b","a","a","b","b","a","a","a","b","b","b","9/30/2016",""
"42.9982_-75.9881_20150923",42.9982,-75.9881,"d","c",0,0,1,NA,0,3,3,"macrophytes, trash, discharge/pipes","sun","sun",NA,"b","b","b","a","a","a","b","b","b","b","c","a","9/23/2015",""
"42.9983_-75.9876_20150923",42.9983,-75.9876,"c","c",0,0,2,3,0,1,2,"trash, discharge/pipes","sun","sun","a","b","a","b","b","a","a","c","c","b","b","c","c","9/23/2015","severe bank erosion"
"42.9983_-76.0721_20180824",42.9983,-76.0721,"a","a",0,0,2,0,0,0,0,"","sun","sun","a","a","a","a","a","a","a","a","b","b","a","a","b","8/24/2018",""
"42.9985_-77.8744_20130908",42.9985,-77.8744,"a","a",0,0,5,0,0,1,0,"periphyton","sun","rain","a","a","a","b","a","a","a","b","b","a","a","a","a","9/8/2013",""
"43.0017_-74.5398_20120915",43.0017,-74.5398,"c","c",4,1,6,3,4,0,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/15/2012","small, low flow"
"43.0049_-78.9058_20140914",43.0049,-78.9058,"d","d",5,3,2,1,2,4,1,"trash, discharge pipes","clouds","rain","b","b","b","b","b","b","c","b","b","b","b","b","b","9/14/2014","stagnant, low flow, vegetation covers creek just downstream"
"43.0065_-73.847_20140912",43.0065,-73.847,"c","b",0,0,2,0,0,3,2,"trash, discharge pipes","rain","clouds","b","a","b","b","b","b","a","b","b","b","b","b","b","9/12/2014",""
"43.007_-73.8454_20130805",43.007,-73.8454,"b","b",0,0,2,1,1,1,0,"periphyton","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/5/2013",""
"43.0086_-73.8796_20120823",43.0086,-73.8796,"f","d",1,0,2,0,0,0,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/23/2012","large rocks"
"43.0086_-73.8796_20130805",43.0086,-73.8796,"a","a",0,0,1,0,0,0,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/5/2013",""
"43.0097_-73.8442_20120830",43.0097,-73.8442,"b","b",1,1,2,0,0,3,1,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/30/2012","trash, discharges/pipes"
"43.0097_-73.8442_20130730",43.0097,-73.8442,"b","b",0,0,4,0,1,0,0,"periphyton","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/30/2013",""
"43.0097_-73.8442_20140903",43.0097,-73.8442,"a","a",0,1,1,0,0,1,0,"","sun","rain","b","a","a","a","a","b","a","a","a","b","a","c","b","9/3/2014",""
"43.0097_-73.8442_20150902",43.0097,-73.8442,"a","a",0,0,0,0,0,0,0,"","sun","sun","b","a","a","a","a","b","a","a","a","c","a","c","a","9/2/2015",""
"43.0097_-73.8442_20160923",43.0097,-73.8442,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/23/2016",""
"43.0127_-73.3778_20130928",43.0127,-73.3778,"f","f",0,0,3,1,0,0,0,"","sun","sun","a","a","b","b","b","b","a","a","a","a","a","b","b","9/28/2013",""
"43.0149_-76.5894_20150802",43.0149,-76.5894,"b","a",1,1,4,2,1,1,0,"","sun","sun","a","a","a","a","a","b","a","a","a","a","a","a","a","8/2/2015",""
"43.0166_-73.7701_20160812",43.0166,-73.7701,NA,NA,1,3,3,2,3,0,1,"","sun","sun","b","b","b","c","b","b","c","b","b","a","a","a","b","8/12/2016","silt"
"43.0192_-77.7477_20130923",43.0192,-77.7477,"a","a",0,0,3,1,0,1,0,"","sun","clouds","b","b","a","b","a","b","b","b","a","b","a","b","a","9/23/2013",""
"43.0218_-78.3507_20140825",43.0218,-78.3507,"c","a",3,3,9,1,0,2,1,"periphyton","sun","sun","a","c","a","b","a","a","b","b","b","a","a","b","b","8/25/2014","sediment"
"43.0292_-77.8221_20130915",43.0292,-77.8221,"d","d",0,0,1,1,0,1,1,"","sun","sun","c","c","b","c","a","c","b","b","b","b","b","b","b","9/15/2013","shallow, wading only; downstream canoe/kayak = great difficulty"
"43.0295_-78.3938_20140805",43.0295,-78.3938,"e","e",0,0,5,7,0,6,0,"trash","rain","sun","a","a","a","b","a","a","a","a","a","a","a","b","b","8/5/2014",""
"43.0353_-77.8921_20140922",43.0353,-77.8921,NA,NA,0,0,0,0,0,0,0,"","clouds","clouds","b","a","b","a","a","a","b","a",NA,"a","a","b","b","9/22/2014",""
"43.0355_-74.2481_20150712",43.0355,-74.2481,"c","a",4,1,2,0,0,0,5,"water clarity, large culvert","sun","sun","b","b","a","b","a","b","b","a","a","a","a","a","a","7/12/2015",""
"43.0375_-73.9101_20120828",43.0375,-73.9101,"c","b",1,1,3,0,0,1,0,"","sun, rain","rain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/28/2012","odor, trash,discharges/pipes"
"43.0375_-73.9101_20120830",43.0375,-73.9101,"c","b",1,1,4,0,0,3,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/30/2012","periphyton, trash"
"43.0375_-73.9101_20140804",43.0375,-73.9101,"b","a",1,1,3,0,1,1,0,"","sun","sun","a","a","a","a","a","a","a","b","a","a","a","a","a","8/4/2014","fire/rim in stream (removed)"
"43.0375_-73.9101_20150902",43.0375,-73.9101,"a","a",0,0,5,0,0,0,0,"periphyton","sun","sun","a","a","a","a","a","a","a","a","a","a","a","a","a","9/2/2015","tire/rim"
"43.0387_-73.7079_20120927",43.0387,-73.7079,NA,NA,2,4,1,1,1,1,5,"","clouds","rain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/27/2012","discharges/pipes"
"43.0403_-73.8892_20120830",43.0403,-73.8892,"c","b",1,0,2,0,0,1,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/30/2012","water clarity, periphyton, sediment"
"43.0403_-73.8892_20140906",43.0403,-73.8892,"a","a",0,0,2,0,0,0,1,"","clouds","sun","b","a","a","b","a","b","b","a","a","a","b","b","a","9/6/2014",""
"43.0403_-73.8892_20150901",43.0403,-73.8892,"b","b",1,0,2,0,0,0,0,"","sun","sun","b","a","a","b","a","b","b","a","a","a","a","a","a","9/1/2015","bridge and road (busy)"
"43.0403_-76.5843_20150919",43.0403,-76.5843,"b","b",1,2,9,1,0,2,0,"periphyton",NA,NA,"c","b","b","a","a","b","b","a","b","c","c","a","b","9/19/2015",""
"43.0418_-74.0775_20160831",43.0418,-74.0775,NA,NA,1,0,1,0,0,1,0,"","clouds","sun","b","a","b","a","b","b","b","a","b","b","b","c","c","8/31/2016",""
"43.042_-73.7435_20120907",43.042,-73.7435,"a","a",7,7,3,2,0,0,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/7/2012",""
"43.0422_-73.8892_20130731",43.0422,-73.8892,"b","b",1,0,3,0,3,1,0,"periphyton, odor","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/31/2013",""
"43.0436_-73.7705_20120907",43.0436,-73.7705,"b","a",3,1,2,0,0,4,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/7/2012","trash"
"43.0436_-73.7705_20140924",43.0436,-73.7705,"a","a",3,2,7,0,0,0,0,"","sun","sun","c","c","c","c","a","b","c","a","a","a","a","a","a","9/24/2014",""
"43.0436_-73.7705_20150828",43.0436,-73.7705,"a","a",1,1,0,2,0,0,0,"","sun","sun","c","c","c","c","a","b","c","a","a","a","a","a","a","8/28/2015",""
"43.0455_-77.387_20130929",43.0455,-77.387,"e","c",3,4,9,4,5,5,0,"periphyton, odor, trash","sun","sun","b","c","b","b","a","b","b","a","a","b","b","b","c","9/29/2013",""
"43.0473_-77.8148_20130917",43.0473,-77.8148,"d","d",0,0,1,0,0,0,1,"","sun","rain","c","a","c","b","a","b","c","a","a","b","b","b","b","9/17/2013","narrow (6-10') shallow depth (2-3'), soft bottom 20' beyond (west) of site"
"43.0504_-76.5505_20150828",43.0504,-76.5505,"a","a",0,0,1,0,0,1,4,"","sun","sun","b","a","a","a","b","a","a","a","a","a","b","b","b","8/28/2015",""
"43.0504_-76.5505_20150929",43.0504,-76.5505,"b","b",NA,1,3,2,1,3,2,"periphyton","clouds","clouds","c","b","b","b","b","a","b","b","b","a","b","a","a","9/29/2015","rusty water from wetland"
"43.0519_-78.7516_20140802",43.0519,-78.7516,"e","e",7,6,6,3,0,0,7,"water clarity","sun","sun","c","b","b","c","c","b","c","a","a","a","a","a","a","8/2/2014","too small too shallow"
"43.0624_-78.8992_20140728",43.0624,-78.8992,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/28/2014",""
"43.0683_-77.6201_20180917",43.0683,-77.6201,"e","d",2,1,3,3,2,1,7,"discharges/pipes, other (artificial stream banks)","sun","sun","c","a","b","a","a","c","b","a","a","c","c","c","c","9/17/2018","artificial stream banks"
"43.0688_-77.7777_20130904",43.0688,-77.7777,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/4/2013",""
"43.0731_-76.4795_20150913",43.0731,-76.4795,"c","b",0,0,2,1,0,0,0,"",NA,NA,"a","a","a","a","a","a","a","a","a","b","a","a","a","9/13/2015",""
"43.0732_-78.9333_20140728",43.0732,-78.9333,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/28/2014",""
"43.0738_-73.9379_20120829",43.0738,-73.9379,"c","c",1,1,0,0,0,3,0,"","sun","sun, rain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/29/2012","odor, trash, dicharges/pipes"
"43.0738_-73.9379_20130730",43.0738,-73.9379,"b","b",3,0,2,0,0,3,0,"water clarity, trash","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/30/2013",""
"43.0738_-73.9379_20150901",43.0738,-73.9379,"a","a",1,1,0,0,0,0,0,"","sun","sun","a","a","b","a","a","a","a","a","a","a","a","c","a","9/1/2015",""
"43.0738_-73.9379_20160920",43.0738,-73.9379,"b","b",0,0,2,0,0,0,0,"","sun","clouds","a","a","a","a","a","b","a","a","a","a","a","a","a","9/20/2016","bridge"
"43.0752_-77.782_20130910",43.0752,-77.782,"e","e",0,0,1,1,0,1,1,"","sun","sun","b","b","b","b","a","b","b","b","b","a","a","b","b","9/10/2013","narrow and shallow, muddy bottom in many places. wading possible, seasonal possibly kayaking. fyi the bridge at this site (west side, riffles) was replaced in 2011"
"43.0754_-73.9288_20120829",43.0754,-73.9288,"a","a",0,0,5,0,0,0,0,"","sun","sun, rain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/29/2012",""
"43.0754_-73.9288_20130731",43.0754,-73.9288,"b","b",0,0,3,0,0,1,0,"periphyton","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/31/2013",""
"43.0754_-73.9288_20140914",43.0754,-73.9288,"a","a",1,1,0,1,0,3,0,"trash","sun","rain","a","a","a","a","a","b","a","b","b","a","b","a","b","9/14/2014","downstream of site there is bank stabilization for the roadway"
"43.0754_-73.9288_20150901",43.0754,-73.9288,"a","a",0,0,8,0,0,0,0,"periphyton","sun","sun","a","a","a","a","a","b","a","a","a","a","a","a","b","9/1/2015",""
"43.0754_-73.9288_20160920",43.0754,-73.9288,"a","a",0,0,2,0,0,0,0,"","sun","clouds","a","b","b","b","a","b","b","a","a","a","a","a","a","9/20/2016",""
"43.0894_-73.7704_20160916",43.0894,-73.7704,"d","d",3,4,4,0,2,3,10,"periphyton, discharge/pipes","sun","sun","c","b","b","b","b","c","a","a","a","a","a","a","c","9/16/2016","downstream of a superfund site"
"43.093_-77.8648_20130813",43.093,-77.8648,"b","a",4,1,6,0,0,3,0,"water clarity, periphyton","sun","rain","a","b","a","a","a","b","a","a","a","a","a","b","a","8/13/2013",""
"43.1_-77.7531_20170927",43.1,-77.7531,NA,NA,3,2,5,2,6,6,3,"odor, trash, discharges/pipes","clouds","clouds","b","b","b","a","b","b","b","b","b","a","a","b","a","9/27/2017","shallow, sewage pump station"
"43.108_-77.4631_20160917",43.108,-77.4631,"c","c",0,0,4,0,0,2,0,"trash","clouds","rain","a","b","b","b","a","b","a","b","b","b","b","b","b","9/17/2016",""
"43.108_-77.471_20160826",43.108,-77.471,"d","d",1,0,2,0,0,4,0,"trash, discharge pipes",NA,NA,"b","c","b","c","b","b","b","b","a","b","b","c","a","8/26/2016","sediment"
"43.1267_-77.6894_20140920",43.1267,-77.6894,"c","b",3,0,5,1,0,0,0,"","sun","sun","b","a","a","a","a","b","b","a","b","b","b","b","a","9/20/2014",""
"43.1343_-77.5251_20140719",43.1343,-77.5251,"b","b",2,0,1,0,0,5,4,"trash, pipes","sun","sun","b","a","a","a","b","b","a","b","b","b","b","b","a","7/19/2014",""
"43.1384_-74.9406_20140720",43.1384,-74.9406,"b","b",2,0,2,0,0,4,1,"","sun","sun","b","a","a","b","a","b","a","b",NA,"b","b","b","b","7/20/2014",""
"43.1429_-73.8772_20130731",43.1429,-73.8772,"b","b",0,0,1,0,0,2,0,"trash","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/31/2013",""
"43.1452_-73.8778_20120830",43.1452,-73.8778,"a","a",1,1,1,0,0,0,0,"","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/30/2012",""
"43.1452_-73.8778_20140914",43.1452,-73.8778,"a","a",1,0,0,0,0,1,0,"","sun","rain","b","a","b","b","a","a",NA,"b","b","b","b","a","a","9/14/2014","shallow"
"43.1452_-73.8778_20150831",43.1452,-73.8778,"a","a",0,2,0,0,0,0,0,"","sun","sun","a","a","a","a","b","a","a","a","a","a","a","a","a","8/31/2015","low flow"
"43.1452_-73.8778_20160919",43.1452,-73.8778,"a","a",0,0,2,0,0,0,0,"","clouds","rain","a","a","a","a","a","a","a","a","a","a","a","a","a","9/19/2016",""
"43.1603_-76.3281_20150819",43.1603,-76.3281,"e","d",1,0,2,1,6,7,8,"odor, trash, discharge/pipes","clouds","sun","a","b","b","b","b","c","b","a","b","c","c","b","b","8/19/2015",""
"43.1605_-79.0072_20140728",43.1605,-79.0072,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/28/2014",""
"43.1647_-76.3835_20150821",43.1647,-76.3835,"e","e",NA,1,6,1,0,0,0,"periphyton","sun","rain","a","a","a","b","a","a","a","b","b","a","a","a","a","8/21/2015",""
"43.1825_-73.7226_20160916",43.1825,-73.7226,"a","a",1,0,2,0,0,0,0,"","sun","sun","b","b","a","b","a","b","b","a","a","a","a","a","a","9/16/2016","bridge close to road"
"43.1831_-78.7146_20150924",43.1831,-78.7146,"b","b",0,0,2,0,0,5,0,"trash",NA,NA,"a","a","b","a","b","b","a","a","a","a","a","a","a","9/24/2015",""
"43.1915_-75.018_20140712",43.1915,-75.018,"e","e",0,2,3,1,0,3,0,"trash","sun","sun","b","a","b","b","a","b",NA,NA,NA,NA,NA,NA,NA,"7/12/2014",""
"43.1915_-75.018_20140713",43.1915,-75.018,"b","b",2,0,1,0,0,4,1,"","clouds","sun","a","b","b","b","b","a","a","c",NA,"a","a","b","a","7/13/2014",""
"43.2014_-75.0241_20120922",43.2014,-75.0241,NA,NA,1,0,0,0,0,0,0,"","clouds","rain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/22/2012",""
"43.2277_-77.5658_20140808",43.2277,-77.5658,"b","d",0,0,2,3,0,0,0,"","sun","sun","b","c","b","c","b","a","c","b","b","b","b","b","b","8/8/2014","too small/shallow"
"43.2325_-75.8821_20140914",43.2325,-75.8821,"d","d",6,0,2,1,0,8,1,"trash, discharge /pipes","sun","sun","a","c","b","b","b","a","a","b","a","b","b","b","b","9/14/2014",""
"43.2336_-75.88_20150808",43.2336,-75.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/8/2015",""
"43.2356_-76.9757_20170813",43.2356,-76.9757,"c","e",0,0,1,0,0,0,0,"",NA,NA,"a","b","a","a","a","a","a","a","a","a","a","a","a","8/13/2017",""
"43.2361_-76.9754_20130909",43.2361,-76.9754,"a","a",2,0,1,2,0,0,0,"","clouds","rain","a","a","a","b","b","a","a","b","b","a","a","a","a","9/9/2013",""
"43.2382_-77.5724_20140808",43.2382,-77.5724,"d","d",2,1,1,4,1,1,7,"discharge pipes","sun","sun","b","c","c","c","b","b","c","b","b","c","c","b","b","8/8/2014","bottom sediment"
"43.2413_-77.3395_20140718",43.2413,-77.3395,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"a","c","b","c","a","b","a","a","a","a","a","a","a","7/18/2014",""
"43.2491_-76.1827_20160826",43.2491,-76.1827,NA,NA,3,3,2,6,0,4,1,"macrophytes, trash","sun","sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/26/2016",""
"43.2506_-76.8646_20170813",43.2506,-76.8646,"a","c",0,0,1,1,0,0,0,"","sun","sun","b","a","a","b","a","a","a","a","a","a","a","a","a","8/13/2017",""
"43.2552_-77.4715_20170715",43.2552,-77.4715,"d","e",1,0,0,0,0,0,0,"","clouds","rain","b","a","b","b","b","a","b","a","a","a","a","a","a","7/15/2017",""
"43.2582_-77.3077_20170825",43.2582,-77.3077,"d","d",1,1,5,4,1,0,0,"periphyton","sun","rain","b","b","b","b","b","a","a","b","a","b","a","c","b","8/25/2017",""
"43.2585_-75.9122_20160810",43.2585,-75.9122,"f","f",8,4,3,5,2,0,0,"","rain","sun","a","b","b","c","c","a","b","b","b","a","a","a","a","8/10/2016",""
"43.2593_-77.0251_20140927",43.2593,-77.0251,"a","a",0,0,0,0,0,0,5,"discharge pipe","sun","sun","a","a","a","a","a","b","a","a","b","a","a","b","a","9/27/2014",""
"43.2596_-77.4509_20130917",43.2596,-77.4509,"d","b",5,1,5,2,1,0,0,"water clarity","sun","clouds","c","c","b","a","a","b","b","a","a","a","a","b","b","9/17/2013","shallow due to high bedrock here; cold water"
"43.2641_-75.0931_20180912",43.2641,-75.0931,"a","a",0,1,1,1,0,0,0,"","sun","rain","a","a","a","a","a","a","a","a","a","a","a","a","a","9/12/2018",""
"43.2672_-77.2495_20140701",43.2672,-77.2495,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"b","a","b","b","a","a","a","a","b","b","b","7/1/2014",""
"43.2678_-79.0039_20180902",43.2678,-79.0039,"c","c",0,0,1,1,0,2,0,"trash, other","clouds","clouds","b","c","b","a","b","b","a","a","b","a","b","a","b","9/2/2018",""
"43.2734_-77.3143_20130930",43.2734,-77.3143,NA,"b",1,2,2,1,0,1,5,"","clouds","sun","c","c","b","b","b","a","b","c","c","b","b","a","a","9/30/2013","low flow"
"43.2756_-77.2749_20130929",43.2756,-77.2749,NA,"b",1,2,2,1,0,1,5,"discharges/pipes","sun","sun","b","a","b","a","b","a","a","c","c","a","a","a","a","9/29/2013","low flow"
"43.2772_-77.85_20150906",43.2772,-77.85,"c","d",3,3,5,6,1,0,1,"recreational impacts","sun","sun","b","a","b","b","b","b","b","b","a","a","b","a","a","9/6/2015",""
"43.2814_-74.9511_20170721",43.2814,-74.9511,"a","a",1,0,2,1,0,0,0,"","sun","rain","a","a","a","a","a","a","a","a","a","a","a","a","a","7/21/2017",""
"43.284_-75.5603_20150908",43.284,-75.5603,"c","b",2,3,3,3,0,1,0,"","clouds","clouds","a","b","b","b","b","b","b","a","a","a","a","a","a","9/8/2015",""
"43.2841_-77.8852_20130813",43.2841,-77.8852,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/13/2013",""
"43.2841_-77.8852_20130815",43.2841,-77.8852,"e","e",3,3,7,1,0,0,1,"water clarity","sun","sun","b","b","b","b","c","c","c","a","a","b","b","c","c","8/15/2013","proximity to road"
"43.2853_-78.7133_20150924",43.2853,-78.7133,"b","b",1,0,2,0,1,0,0,"odor from sewage pumping station up the hill from the stream","sun","sun","a","a","b","b","a","a","a","a","a","a","a","a","a","9/24/2015",""
"43.2939_-76.4524_20160709",43.2939,-76.4524,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/9/2016",""
"43.2973_-76.4211_20160709",43.2973,-76.4211,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/9/2016",""
"43.3011_-76.5992_20190711",43.3011,-76.5992,"f","f",1,1,1,0,0,1,0,"too shallow for fishing, swimming","clouds","sun","c","a","c","b","b","b","c","b",NA,"b",NA,"a",NA,"7/11/2019",""
"43.302_-75.778_20140819",43.302,-75.778,"a","a",1,0,0,0,0,0,0,"","sun","clouds","a","a","a","a","a","a","a","a","a","a","a","a","a","8/19/2014",""
"43.3022_-75.6179_20150921",43.3022,-75.6179,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"c","a","b","a","a","a","b","a","a","b","b","c","c","9/21/2015",""
"43.3024_-75.7785_20140819",43.3024,-75.7785,"b","b",0,0,0,0,0,1,1,"discharge/pipes","sun","clouds","a","a","a","a","a","a","a","b","a","b","a","c","a","8/19/2014","?"
"43.312_-73.7337_20190715",43.312,-73.7337,"d","d",2,2,2,2,1,1,1,"","sun","sun","b","b","a","b","a","b","a","b","b","b","b","c","c","7/15/2019",""
"43.3184_-74.2593_20150808",43.3184,-74.2593,NA,NA,0,1,0,0,0,0,0,"","sun","sun","a","a","a","a","a","a","a","b","b","a","a","a","a","8/8/2015",""
"43.3206_-75.1817_20170731",43.3206,-75.1817,NA,NA,1,1,1,2,0,0,1,"","sun","sun","b","a","a","a","b","a","a","a","a","a","a","a","a","7/31/2017","dairy farm"
"43.3247_-73.3591_20180914",43.3247,-73.3591,"b","b",0,0,0,2,2,1,3,"odor, other","clouds","clouds","a","a","a","a","b","b","a","a","a","a","a","b","a","9/14/2018","runoff from bridge rt 46"
"43.326_-76.4368_20160709",43.326,-76.4368,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7/9/2016",""
"43.3315_-75.5937_20150916",43.3315,-75.5937,NA,NA,0,0,0,0,0,0,1,"",NA,NA,"a","a","a","a","a","a","a","a","a","a","a","a","a","9/16/2015",""
"43.3325_-75.7372_20150921",43.3325,-75.7372,NA,NA,0,1,0,0,0,0,0,"","sun","sun","a","a","a","a","a","a","a","b","b","a","a","a","a","9/21/2015",""
"43.3335_-77.9345_20130906",43.3335,-77.9345,"a","a",0,1,3,5,0,0,0,"macrophytes","sun","clouds","a","a","a","a","a","a","a","a","a","a","a","a","a","9/6/2013",""
"43.3439_-73.7163_20190707",43.3439,-73.7163,"d","d",2,2,2,2,1,1,1,"","sun","sun","b","b","c","b","b","b","c","c","c","c","c","c","c","7/7/2019",""
"43.3502_-73.693_20190713",43.3502,-73.693,"e","e",9,2,3,3,8,7,6,"water clarity odor","clouds","clouds","c","c","b","b","b","c","b","b","b","b","b","c","c","7/13/2019",""
"43.3535_-76.5521_20190711",43.3535,-76.5521,"f","f",0,1,1,0,0,0,0,"shallow water","clouds","sun","a","a","c","b","a","b","c","b","b","b","b","a","a","7/11/2019",""
