"stationID","Lat","Lon","Stream Name","Assessment","Individual Sample Results"
"42.653_-73.924",42.653,-73.924,"Vly Creek","No Known Impact","9/30/2018:No Known Impact
8/16/2018:No Known Impact"
"42.655_-76.435",42.655,-76.435,"Hemlock Creek","No Known Impact","08/09/2022:No Known Impact"
"42.658_-77.034",42.658,-77.034,"Keuka Outlet","No Known Impact","9/26/2016:No Known Impact"
"42.659_-73.828",42.659,-73.828,"Krumkill","Possibly Impaired","8/7/2016:Possibly Impaired"
"42.659_-73.997",42.659,-73.997,"Black Creek and tribs","dry","08/08/2014:dry"
"42.661_-74.236",42.661,-74.236,"Fox Creek","No Known Impact","08/20/2014:No Known Impact"
"42.662_-78.44",42.662,-78.44,"Buffalo Creek","No Known Impact","07/26/2022:No Known Impact"
"42.663_-74.949",42.663,-74.949,"Susquehanna River","No Known Impact","08/06/2014:No Known Impact"
"42.666_-73.895",42.666,-73.895,"Vly Creek","No Conclusion","08/23/2015:No Conclusion"
"42.666_-76.436",42.666,-76.436,"Owasco Inlet, Lower, and minor tribs","No Known Impact","08/28/2015:No Known Impact"
"42.668_-73.828",42.668,-73.828,"Krumkill (within larger Normanskill watershed)","No Conclusion","8/7/2017:No Conclusion"
"42.669_-74.964",42.669,-74.964,"Oaks Creek","No Known Impact","08/06/2014:No Known Impact"
"42.669_-77.145",42.669,-77.145,"Sugar Creek","No Conclusion","07/12/2015:No Conclusion"
"42.669_-77.592",42.669,-77.592,"Springwater Creek and minor tribs","No Conclusion","09/28/2013:No Conclusion"
"42.669_-78.136",42.669,-78.136,"Cotton Creek","No Known Impact","09/29/2013:No Known Impact"
"42.671_-76.435",42.671,-76.435,"Owasco Inlet, Lower, and minor tribs","No Known Impact","09/29/2015:No Known Impact"
"42.672_-73.758",42.672,-73.758,"Patroon Creek","No Conclusion","7/20/2016:No Conclusion"
"42.672_-73.828",42.672,-73.828,"Krum Kill","No Conclusion","09/12/2012:No Conclusion"
"42.673_-73.639",42.673,-73.639,"North Branch Moordener Kill","No Conclusion","7/28/2017:No Conclusion"
"42.673_-73.983",42.673,-73.983,"Black Creek","dry","08/08/2014:dry"
"42.676_-78.439",42.676,-78.439,"Buffalo Creek","No Conclusion","09/13/2022:No Conclusion"
"42.677_-73.836",42.677,-73.836,"Unknown trib to Krumkill","Possibly Impaired","8/11/2016:Possibly Impaired"
"42.678_-73.837",42.678,-73.837,"Krumkill","Possibly Impaired","8/23/2016:Possibly Impaired"
"42.68_-78.354",42.68,-78.354,"Tonawanda Creek","No Conclusion","07/19/2022:No Conclusion"
"42.681_-78.111",42.681,-78.111,"Oatka Creek","No Known Impact","08/03/2014:No Known Impact"
"42.682_-73.91",42.682,-73.91,"Hungerkill","No Conclusion","8/6/2017:No Conclusion"
"42.683_-73.909",42.683,-73.909,"Hungerkill","No Conclusion","8/4/2017:No Conclusion"
"42.686_-76.169",42.686,-76.169,"Cold Brook and tribs","No Known Impact","9/21/2016:No Known Impact"
"42.687_-73.743",42.687,-73.743,"Minor Tribs to West of Hudson","No Conclusion","09/13/2014:No Conclusion"
"42.687_-79",42.687,-79,"Pike Creek","Possibly Impaired","08/10/2014:Possibly Impaired"
"42.691_-78.054",42.691,-78.054,"Silver Lake Inlet/Tribs to Silver Lake","No Conclusion","08/03/2014:No Conclusion"
"42.692_-73.466",42.692,-73.466,"Poestenkill","No Conclusion","9/10/2016:No Conclusion"
"42.692_-73.778",42.692,-73.778,"Sand Creek","Possibly Impaired","8/27/2019:No Conclusion
8/15/2017:Possibly Impaired"
"42.7_-73.939",42.7,-73.939,"Normanskill","Possibly Impaired","9/29/2016:Possibly Impaired"
"42.702_-73.966",42.702,-73.966,"Black Creek","Possibly Impaired","9/28/2018:No Conclusion
9/29/2016:Possibly Impaired"
"42.702_-74.344",42.702,-74.344,"Cobleskill Creek","No Known Impact","08/31/2012:No Known Impact
08/25/2012:No Conclusion"
"42.703_-76.186",42.703,-76.186,"Cold Brook","No Known Impact","8/24/2016:No Known Impact"
"42.705_-73.585",42.705,-73.585,"Poesten Kill","No Conclusion","07/22/2015:No Conclusion"
"42.706_-73.582",42.706,-73.582,"Quacken Kill","No Known Impact","9/10/2016:No Known Impact
07/12/2015:No Conclusion"
"42.707_-78.899",42.707,-78.899,"Eighteenmile Creek","No Conclusion","09/29/2014:No Conclusion"
"42.708_-73.724",42.708,-73.724,"Minor Tribs to West of Hudson","No Conclusion","09/28/2012:No Conclusion"
"42.71_-76.034",42.71,-76.034,"Labrador Creek","No Known Impact","9/12/2016:No Known Impact"
"42.712_-76.003",42.712,-76.003,"Morgan Hill Creek","No Known Impact","9/9/2016:No Known Impact"
"42.714_-74.045",42.714,-74.045,"Bozen Kill","No Known Impact","09/01/2012:No Conclusion
08/03/2013:No Known Impact"
"42.714_-74.046",42.714,-74.046,"Bozen Kill","No Conclusion","08/25/2012:No Conclusion"
"42.714_-74.047",42.714,-74.047,"Bozenkill","No Conclusion","8/18/2016:No Conclusion"
"42.714_-74.049",42.714,-74.049,"Bozen Kill","No Conclusion","9/5/2018:No Conclusion"
"42.715_-75.312",42.715,-75.312,"Tallette Creek","No Conclusion","8/3/2017:No Conclusion"
"42.715_-77.712",42.715,-77.712,"Conesus Inlet","No Conclusion","09/27/2013:No Conclusion"
"42.722_-73.605",42.722,-73.605,"Poesten Kill","No Known Impact","09/28/2012:No Known Impact
09/24/2012:No Conclusion"
"42.723_-73.992",42.723,-73.992,"Bozen Kill","No Known Impact","9/29/2016:No Known Impact
09/15/2013:No Known Impact
08/25/2012:No Known Impact"
"42.723_-73.993",42.723,-73.993,"Bozenkill Creek","No Known Impact","09/29/2022:No Known Impact"
"42.724_-75.97",42.724,-75.97,"Tioughnioga River - East Branch","No Known Impact","9/6/2016:No Known Impact"
"42.727_-74.918",42.727,-74.918,"Minor Tribs to Otsego Lake","No Known Impact","08/05/2014:No Known Impact"
"42.733_-73.631",42.733,-73.631,"Poesten Kill","No Known Impact","09/27/2015:No Known Impact
9/10/2016:No Known Impact
08/28/2015:No Conclusion"
"42.736_-75.01",42.736,-75.01,"Oak Creek","No Known Impact","7/24/2016:No Known Impact"
"42.737_-73.714",42.737,-73.714,"Dry River","Possibly Impaired","7/28/2016:Possibly Impaired"
"42.737_-78.308",42.737,-78.308,"Tonawanda Creek","No Known Impact","08/17/2022:No Known Impact"
"42.737_-78.479",42.737,-78.479,"Buffalo Creek","No Conclusion","08/23/2014:No Conclusion"
"42.738_-78.358",42.738,-78.358,"Cayuga Creek","No Known Impact","09/13/2022:No Known Impact"
"42.739_-73.625",42.739,-73.625,"Sweet Milk Creek","No Conclusion","7/17/2016:No Conclusion"
"42.739_-73.714",42.739,-73.714,"Minor Tribs to West of Hudson","No Conclusion","07/26/2014:No Conclusion"
"42.739_-74.336",42.739,-74.336,"Cripplebush Creek","No Known Impact","08/11/2014:No Known Impact"
"42.741_-78.136",42.741,-78.136,"Oatka Creek","No Known Impact","09/20/2013:No Known Impact"
"42.742_-73.812",42.742,-73.812,"Shaker Creek (tributary within larger Shaker Creek watershed-downstream of Ann Lee pond)","No Conclusion","8/10/2017:No Conclusion"
"42.746_-73.995",42.746,-73.995,"Normans Kill","dry","08/12/2014:dry"
"42.748_-73.554",42.748,-73.554,"Quacken Creek","No Conclusion","9/10/2016:No Conclusion"
"42.753_-74.18",42.753,-74.18,"Normans Kill","No Known Impact","07/31/2014:No Known Impact"
"42.754_-73.701",42.754,-73.701,"Salt Kill","Possibly Impaired","09/23/2015:No Conclusion
08/07/2014:Possibly Impaired"
"42.755_-73.866",42.755,-73.866,"Lisha Kill and tribs","No Conclusion","07/01/2014:No Conclusion"
"42.757_-73.867",42.757,-73.867,"Lisha Kill","No Conclusion","8/9/2018:No Conclusion"
"42.757_-74.336",42.757,-74.336,"Fly Creek","No Known Impact","8/9/2016:No Known Impact"
"42.757_-75.581",42.757,-75.581,"Stone mill brook","No Known Impact","9/2/2017:No Known Impact"
"42.761_-73.528",42.761,-73.528,"Quackenkill","No Conclusion","9/1/2018:No Conclusion"
"42.761_-74.255",42.761,-74.255,"Schoharie Creek","No Known Impact","08/01/2012:No Conclusion
08/10/2012:No Conclusion
8/11/2016:No Known Impact"
"42.762_-73.862",42.762,-73.862,"Lisha Kill","No Conclusion","07/22/2014:No Conclusion"
"42.763_-73.446",42.763,-73.446,"Quackenkill","No Conclusion","9/29/2018:No Conclusion"
"42.763_-74",42.763,-74,"Normanskill","No Conclusion","8/25/2017:No Conclusion"
"42.764_-74.002",42.764,-74.002,"Normanskill","No Conclusion","8/29/2017:No Conclusion"
"42.765_-73.723",42.765,-73.723,"Salt Kill","No Conclusion","8/14/2018:No Conclusion"
"42.765_-73.728",42.765,-73.728,"Salt Kill","No Conclusion","09/22/2014:No Conclusion"
"42.765_-74.001",42.765,-74.001,"Normans Kill, Upper, and tribs","No Conclusion","07/19/2013:No Conclusion"
"42.766_-73.789",42.766,-73.789,"Shaker Creek","No Conclusion","09/10/2022:No Conclusion"
"42.771_-78.219",42.771,-78.219,"Tributary 6 on Crow Creek","No Conclusion","8/2/2017:No Conclusion"
"42.772_-73.79",42.772,-73.79,"Shaker Creek At Fox Preserve - Town Of Colonie","No Conclusion","09/10/2022:No Conclusion"
"42.773_-74.039",42.773,-74.039,"Normans Kill","No Known Impact","08/15/2012:No Known Impact"
"42.776_-73.764",42.776,-73.764,"Delphus Kill","Possibly Impaired","09/20/2015:Possibly Impaired"
"42.777_-74.075",42.777,-74.075,"Normans Kill","No Known Impact","09/27/2012:No Known Impact
08/24/2014:No Conclusion"
"42.778_-73.792",42.778,-73.792,"Shakers Creek","No Conclusion","08/12/2014:No Conclusion"
"42.778_-73.823",42.778,-73.823,"Minor Tribs to Mohawk River","Possibly Impaired","07/19/2012:Possibly Impaired"
"42.779_-73.792",42.779,-73.792,"Shakers Creek","No Conclusion","09/12/2014:No Conclusion"
"42.779_-74.144",42.779,-74.144,"Normans Kill, Upper, and tribs","No Conclusion","08/24/2014:No Conclusion"
"42.779_-77.711",42.779,-77.711,"Minor Tribs to Conesus Lake","No Conclusion","09/27/2013:No Conclusion"
"42.783_-73.857",42.783,-73.857,"Lisha Kill","No Conclusion","07/24/2014:No Conclusion
07/11/2012:No Conclusion"
"42.786_-76.927",42.786,-76.927,"Reeder Creek","Possibly Impaired","09/29/2015:Possibly Impaired"
"42.789_-73.531",42.789,-73.531,"Indian Creek","No Conclusion","9/19/2018:No Conclusion"
"42.789_-74.253",42.789,-74.253,"Schoharie Creek","No Conclusion","08/08/2012:No Conclusion
08/01/2012:No Conclusion"
"42.789_-75.025",42.789,-75.025,"Herkimer Creek","No Conclusion","7/31/2018:No Conclusion"
"42.791_-73.853",42.791,-73.853,"Lisha Kill","No Conclusion","9/8/2016:No Conclusion"
"42.791_-73.857",42.791,-73.857,"Lisha Kill","No Conclusion","07/23/2012:No Conclusion"
"42.792_-74.134",42.792,-74.134,"Normans Kill, Upper, and tribs","No Conclusion","08/21/2013:No Conclusion"
"42.793_-78.318",42.793,-78.318,"Tonawanda Creek ","No Known Impact","08/17/2022:No Known Impact"
"42.794_-74.172",42.794,-74.172,"Normans Kill, Upper, and tribs","Possibly Impaired","07/16/2014:Possibly Impaired"
"42.797_-73.666",42.797,-73.666,"Minor Tribs to East of Upper Hudson","No Conclusion","08/01/2013:No Conclusion"
"42.797_-73.83",42.797,-73.83,"Stony Creek","No Conclusion","09/28/2012:No Conclusion"
"42.802_-73.848",42.802,-73.848,"Minor Tribs to Mohawk River","No Conclusion","08/30/2012:No Conclusion"
"42.803_-74.257",42.803,-74.257,"Bowman Creek","No Known Impact","07/08/2015:No Known Impact"
"42.805_-73.594",42.805,-73.594,"Deep Kill","No Conclusion","8/19/2018:No Conclusion"
"42.805_-73.994",42.805,-73.994,"Poentic Kill and tribs","No Conclusion","08/16/2012:No Conclusion
08/10/2012:No Conclusion"
"42.807_-75.058",42.807,-75.058,"Herkimer Creek","No Known Impact","7/28/2016:No Known Impact"
"42.808_-76.701",42.808,-76.701,"","No Conclusion","9/20/2018:No Conclusion"
"42.813_-74.259",42.813,-74.259,"Schoharie Creek","No Known Impact","08/13/2014:No Known Impact"
"42.813_-78.423",42.813,-78.423,"Cayuga Creek","No Known Impact","07/29/2022:No Known Impact"
"42.815_-74.26",42.815,-74.26,"Schoharie Creek","No Conclusion","07/26/2012:No Conclusion"
"42.817_-74.294",42.817,-74.294,"Wilsey Creek","No Known Impact","08/14/2014:No Known Impact"
"42.818_-78.446",42.818,-78.446,"Cayuga Creek","No Conclusion","07/29/2022:No Conclusion"
"42.82_-73.573",42.82,-73.573,"Deep Kill, Upper, and tribs","No Conclusion","09/17/2015:No Conclusion"
"42.82_-74.268",42.82,-74.268,"Wilsey Creek","No Known Impact","08/16/2012:No Known Impact
07/27/2012:No Conclusion"
"42.82_-74.269",42.82,-74.269,"Wilsey Creek","No Known Impact","07/07/2015:No Known Impact"
"42.828_-77.559",42.828,-77.559,"Hemlock Outlet","Possibly Impaired","9/11/2016:Possibly Impaired"
"42.829_-76.407",42.829,-76.407,"Dutch Hollow Brook","No Conclusion","7/19/2017:No Conclusion"
"42.83_-78.744",42.83,-78.744,"Cazenovia Creek","No Conclusion","7/20/2018:No Conclusion"
"42.834_-77.697",42.834,-77.697,"Minor Tribs to Conesus Lake","No Conclusion","09/27/2013:No Conclusion"
"42.834_-77.896",42.834,-77.896,"Bidwell's Creek","No Conclusion","9/30/2016:No Conclusion"
"42.836_-73.661",42.836,-73.661,"Deep Kill","No Conclusion","08/02/2014:No Conclusion"
"42.837_-73.678",42.837,-73.678,"Minor Tribs to West of Upper Hudson","No Conclusion","07/27/2015:No Conclusion"
"42.84_-73.512",42.84,-73.512,"Sunkaussia Creek","No Conclusion","09/03/2022:No Conclusion"
"42.843_-73.81",42.843,-73.81,"Stony Creek","No Conclusion","09/28/2012:No Conclusion"
"42.843_-74.628",42.843,-74.628,"Canajoharie Creek","No Known Impact","8/21/2017:No Known Impact"
"42.844_-76.422",42.844,-76.422,"Dutch Hollow Brook","No Conclusion","7/19/2017:No Conclusion"
"42.845_-74.013",42.845,-74.013,"Plotter Kill","Possibly Impaired","08/31/2012:Possibly Impaired"
"42.846_-73.466",42.846,-73.466,"Sunkauissia Creek","No Conclusion","7/24/2019:No Conclusion"
"42.848_-78.043",42.848,-78.043,"Pearl Creek","No Known Impact","09/18/2013:No Known Impact"
"42.849_-78.283",42.849,-78.283,"Tonawanda Creek","No Known Impact","09/23/2022:No Known Impact"
"42.85_-76.464",42.85,-76.464,"Dutch Hollow Brook","Possibly Impaired","7/18/2017:Possibly Impaired"
"42.853_-73.896",42.853,-73.896,"Unnamed Trib to Mohawk River","No Conclusion","7/20/2016:No Conclusion"
"42.855_-78.755",42.855,-78.755,"Buffalo Creek","No Conclusion","08/29/2014:No Conclusion"
"42.867_-73.903",42.867,-73.903,"AplausKill in Glennville","No Known Impact","8/26/2018:No Conclusion
08/25/2014:No Known Impact
08/08/2012:No Known Impact
08/05/2012:No Known Impact"
"42.873_-78.03",42.873,-78.03,"Oatka Creek","No Conclusion","09/27/2013:No Conclusion"
"42.874_-73.933",42.874,-73.933,"Indian Kill and tribs","No Conclusion","09/03/2012:No Conclusion"
"42.874_-78.354",42.874,-78.354,"Murder Creek","No Conclusion","8/22/2019:No Conclusion"
"42.875_-76.562",42.875,-76.562,"Veness Brook ","No Conclusion","8/10/2017:No Conclusion"
"42.879_-78.119",42.879,-78.119,"Black Creek","No Known Impact","08/08/2014:No Known Impact"
"42.88_-75.644",42.88,-75.644,"Electric Light Stream","No Known Impact","9/15/2016:No Known Impact"
"42.88_-75.645",42.88,-75.645,"Electric Light Stream","No Known Impact","9/15/2016:No Known Impact"
"42.88_-75.646",42.88,-75.646,"Electric Light Stream","No Conclusion","9/15/2016:No Conclusion"
"42.88_-76.563",42.88,-76.563,"Veness Brook ","No Conclusion","8/10/2017:No Conclusion"
"42.88_-78.119",42.88,-78.119,"Black Creek","No Known Impact","08/07/2013:No Conclusion
08/13/2013:No Known Impact"
"42.881_-75.644",42.881,-75.644,"Electric Light Stream","No Known Impact","9/15/2016:No Known Impact"
"42.882_-74.965",42.882,-74.965,"Ocquionis Creek and Tribs","No Known Impact","7/19/2016:No Conclusion
7/20/2017:No Known Impact"
"42.883_-74.567",42.883,-74.567,"Canajoharie Creek","No Known Impact","07/16/2014:No Known Impact"
"42.884_-75.638",42.884,-75.638,"Callahan Brook","Possibly Impaired","09/17/2015:Possibly Impaired"
"42.885_-76.47",42.885,-76.47,"Sucker Brook","No Conclusion","7/18/2017:No Conclusion"
"42.886_-74.217",42.886,-74.217,"South Chuctanunda Creek","No Known Impact","07/29/2012:No Known Impact"
"42.888_-78.026",42.888,-78.026,"Oatka Creek","Possibly Impaired","09/27/2013:Possibly Impaired"
"42.89_-78.644",42.89,-78.644,"Cayuga Creek","No Conclusion","08/30/2014:No Conclusion"
"42.891_-73.784",42.891,-73.784,"Dwaas Kill","No Conclusion","09/27/2015:No Conclusion
9/27/2016:No Conclusion"
"42.891_-74.514",42.891,-74.514,"Flat Creek","No Known Impact","7/14/2016:No Known Impact"
"42.891_-74.838",42.891,-74.838,"Otsquago, Site 7b","No Conclusion","7/14/2017:No Conclusion
7/10/2018:No Conclusion"
"42.892_-74.022",42.892,-74.022,"Washout Creek","No Known Impact","07/28/2013:No Known Impact"
"42.892_-74.842",42.892,-74.842,"Otsquago, Site 8","No Known Impact","7/10/2017:No Known Impact"
"42.893_-77.674",42.893,-77.674,"Little Conesus Creek","Possibly Impaired","08/01/2014:Possibly Impaired"
"42.894_-73.791",42.894,-73.791,"Dwaas Kill","No Conclusion","08/06/2013:No Conclusion"
"42.894_-78.732",42.894,-78.732,"Cayuga Creek","Possibly Impaired","08/24/2014:Possibly Impaired"
"42.895_-74.566",42.895,-74.566,"Canajoharie Creek","No Conclusion","07/22/2015:No Conclusion"
"42.896_-73.791",42.896,-73.791,"Long Kill","No Conclusion","09/18/2014:No Conclusion
09/09/2015:No Conclusion"
"42.896_-76.522",42.896,-76.522,"Minor Tribs to Owasco Lake","No Conclusion","09/20/2015:No Conclusion"
"42.899_-74.572",42.899,-74.572,"Canajoharie Creek","No Known Impact","07/22/2015:No Conclusion
07/16/2014:No Known Impact"
"42.901_-76.527",42.901,-76.527,"Sucker Brook","No Conclusion","09/20/2015:No Conclusion"
"42.904_-73.546",42.904,-73.546,"Minor Tribs to Lower Hoosic River","No Conclusion","08/21/2015:No Conclusion"
"42.908_-73.77",42.908,-73.77,"Dwaas Kill","No Conclusion","09/09/2015:No Conclusion
09/30/2014:No Conclusion"
"42.91_-74.076",42.91,-74.076,"Chaughtanoonda Creek","No Known Impact","07/08/2013:No Known Impact
07/19/2013:No Known Impact"
"42.911_-73.898",42.911,-73.898,"Trib to Aplauskill","No Conclusion","8/26/2018:No Conclusion"
"42.911_-77.787",42.911,-77.787,"Christie Creek","No Conclusion","09/15/2013:No Conclusion"
"42.917_-76.515",42.917,-76.515,"Sucker Brook","Possibly Impaired","7/18/2017:Possibly Impaired"
"42.918_-73.769",42.918,-73.769,"Dwaas Kill","No Conclusion","08/06/2013:No Conclusion"
"42.918_-76.522",42.918,-76.522,"Sucker Brook","No Conclusion","7/18/2017:No Conclusion"
"42.92_-76.474",42.92,-76.474,"Sucker Brook","No Conclusion","7/18/2017:No Conclusion"
"42.924_-76.508",42.924,-76.508,"Sucker Brook","No Conclusion","7/17/2017:No Conclusion"
"42.924_-78.346",42.924,-78.346,"Murder Creek","No Conclusion","8/22/2019:No Conclusion"
"42.925_-73.941",42.925,-73.941,"Rue Creek, La","No Known Impact","09/16/2012:No Known Impact"
"42.925_-73.971",42.925,-73.971,"Alplaus Kill","No Known Impact","09/16/2012:No Known Impact
09/21/2012:No Known Impact"
"42.928_-74.661",42.928,-74.661,"Otsquago Creek","No Conclusion","07/15/2014:No Conclusion
07/21/2015:No Conclusion"
"42.928_-74.666",42.928,-74.666,"Otsquago Creek","No Conclusion","07/15/2014:No Conclusion"
"42.93_-73.983",42.93,-73.983,"Alplaus Kill","No Known Impact","09/23/2012:No Known Impact
09/02/2014:No Conclusion"
"42.93_-74.317",42.93,-74.317,"","No Conclusion","8/30/2018:No Conclusion"
"42.93_-74.623",42.93,-74.623,"Otsquago Creek","No Conclusion","7/13/2016:No Conclusion"
"42.931_-74.621",42.931,-74.621,"Otsquago Creek","No Conclusion","07/20/2015:No Conclusion"
"42.932_-74.622",42.932,-74.622,"Otsquago Creek","No Known Impact","07/15/2014:No Known Impact"
"42.932_-77.778",42.932,-77.778,"White Creek","No Known Impact","07/11/2014:No Known Impact"
"42.934_-74.728",42.934,-74.728,"Otsquago Creek","No Conclusion","07/21/2015:No Conclusion"
"42.935_-74.213",42.935,-74.213,"South Chuckanunda","No Known Impact","8/22/2018:No Known Impact
8/3/2016:No Known Impact"
"42.938_-73.85",42.938,-73.85,"Unknown - Sweet Rd","No Conclusion","8/17/2016:No Conclusion"
"42.939_-73.877",42.939,-73.877,"Unknown trib to Ballston Lake","No Conclusion","9/24/2017:No Conclusion"
"42.94_-77.799",42.94,-77.799,"White Creek","No Known Impact","09/30/2014:No Known Impact"
"42.941_-73.791",42.941,-73.791,"Ballston Creek and Tribs","No Conclusion","7/30/2016:No Conclusion"
"42.941_-73.793",42.941,-73.793,"Minor Tribs to Round Lakes","No Conclusion","07/30/2014:No Conclusion"
"42.943_-73.863",42.943,-73.863,"Tribs to Ballston Lake","No Conclusion","8/17/2016:No Conclusion
08/30/2014:No Conclusion"
"42.946_-73.862",42.946,-73.862,"Trib to Ballston Lake","No Conclusion","8/28/2018:No Conclusion"
"42.946_-73.995",42.946,-73.995,"Unknown","No Conclusion","7/18/2017:No Conclusion"
"42.946_-78.343",42.946,-78.343,"Murder Creek","Possibly Impaired","8/22/2019:Possibly Impaired"
"42.948_-73.781",42.948,-73.781,"Minor Tribs to Round Lakes","No Conclusion","09/16/2012:No Conclusion"
"42.96_-74.174",42.96,-74.174,"North Chuctanunda Creek","No Known Impact","09/13/2014:No Known Impact"
"42.96_-78.351",42.96,-78.351,"Murder Creek","No Conclusion","8/21/2019:No Conclusion"
"42.962_-74.173",42.962,-74.173,"North Chuctanunda","No Known Impact","8/2/2016:No Known Impact"
"42.962_-78.353",42.962,-78.353,"Murder Creek","Possibly Impaired","8/21/2019:Possibly Impaired"
"42.965_-73.473",42.965,-73.473,"Wampecack Creek","No Conclusion","9/18/2019:No Conclusion"
"42.965_-78.406",42.965,-78.406,"Murder Creek","Possibly Impaired","8/20/2019:Possibly Impaired"
"42.966_-73.822",42.966,-73.822,"Ballston Creek","No Known Impact","9/10/2019:No Known Impact"
"42.967_-73.824",42.967,-73.824,"Ballston Creek and tribs","No Known Impact","8/18/2016:No Known Impact
09/09/2013:No Conclusion"
"42.968_-73.881",42.968,-73.881,"Unknown - Mourningkill Drive","Possibly Impaired","8/22/2016:Possibly Impaired
9/30/2017:No Conclusion"
"42.97_-73.879",42.97,-73.879,"Mourning Kill","No Known Impact","08/17/2013:No Known Impact"
"42.971_-75.935",42.971,-75.935,"Limestone Creek","No Conclusion","8/17/2016:No Conclusion"
"42.972_-73.864",42.972,-73.864,"Unknown - Mourningkill Drive","No Known Impact","8/31/2016:No Known Impact
9/30/2017:No Known Impact"
"42.976_-73.843",42.976,-73.843,"Mourning Kill","No Known Impact","08/05/2013:No Conclusion
08/08/2014:No Conclusion
09/11/2015:No Known Impact"
"42.979_-77.988",42.979,-77.988,"Oatka Creek","Possibly Impaired","9/30/2017:Possibly Impaired"
"42.991_-76.07",42.991,-76.07,"Butternut Creek","No Conclusion","9/20/2017:No Conclusion"
"42.993_-74.793",42.993,-74.793,"Nowadaga Creek","No Known Impact","7/10/2016:No Known Impact"
"42.994_-78.435",42.994,-78.435,"Murder Creek","No Conclusion","8/20/2019:No Conclusion"
"42.996_-75.987",42.996,-75.987,"West Branch Limestone Creek","No Known Impact","08/12/2015:No Known Impact"
"42.996_-76.072",42.996,-76.072,"Butternut Creek","No Conclusion","8/30/2017:No Conclusion"
"42.998_-74.115",42.998,-74.115,"Chuctanunda Creek","No Conclusion","9/30/2016:No Conclusion"
"42.998_-75.988",42.998,-75.988,"West Branch Limestone Creek and tribs","No Known Impact","09/23/2015:No Conclusion
09/23/2015:No Known Impact"
"42.998_-76.072",42.998,-76.072,"Butternut Creek","No Conclusion","8/24/2018:No Conclusion"
"42.998_-77.874",42.998,-77.874,"Oatka Creek","No Known Impact","09/08/2013:No Known Impact"
"42.999_-75.007",42.999,-75.007,"Fulmer Creek ","No Conclusion","08/22/2022:No Conclusion"
"43.002_-74.54",43.002,-74.54,"Caroga Creek","No Known Impact","09/15/2012:No Known Impact"
"43.005_-78.906",43.005,-78.906,"Twomile Creek","No Conclusion","09/14/2014:No Conclusion"
"43.007_-73.845",43.007,-73.845,"Gordon Creek","No Conclusion","08/05/2013:No Conclusion"
"43.007_-73.847",43.007,-73.847,"Gordon Creek","No Known Impact","09/12/2014:No Known Impact"
"43.009_-73.88",43.009,-73.88,"Gordon Creek","No Known Impact","08/23/2012:No Known Impact
08/05/2013:No Known Impact"
"43.01_-73.844",43.01,-73.844,"Kayaderosseras Creek","No Known Impact","08/30/2012:No Conclusion
09/03/2014:No Known Impact
09/02/2015:No Known Impact
9/23/2016:No Known Impact
07/30/2013:No Known Impact"
"43.013_-73.378",43.013,-73.378,"White Creek","No Known Impact","09/28/2013:No Known Impact"
"43.015_-76.589",43.015,-76.589,"North Brook","No Conclusion","08/02/2015:No Conclusion"
"43.017_-73.77",43.017,-73.77,"Drummond Creek","Possibly Impaired","8/12/2016:Possibly Impaired"
"43.019_-77.748",43.019,-77.748,"Oatka Creek","No Known Impact","09/23/2013:No Known Impact"
"43.022_-78.351",43.022,-78.351,"Tonawanda Creek","No Conclusion","08/25/2014:No Conclusion"
"43.029_-77.822",43.029,-77.822,"Mill Creek","Possibly Impaired","09/15/2013:Possibly Impaired"
"43.029_-78.394",43.029,-78.394,"Minor Tribs to Tonawanda Creek","No Conclusion","08/05/2014:No Conclusion"
"43.035_-77.892",43.035,-77.892,"Mill Creek/Blue Pond Outlet and tribs","No Conclusion","09/22/2014:No Conclusion"
"43.036_-74.248",43.036,-74.248,"Skinner Creek","No Conclusion","07/12/2015:No Conclusion"
"43.038_-73.91",43.038,-73.91,"Glowegee Creek","No Known Impact","08/04/2014:No Known Impact
09/02/2015:No Known Impact
08/28/2012:No Conclusion
08/30/2012:No Known Impact"
"43.039_-73.708",43.039,-73.708,"Minor Tribs to Saratoga Lake","No Conclusion","09/27/2012:No Conclusion"
"43.04_-73.889",43.04,-73.889,"Kayaderosseras Creek","No Known Impact","09/06/2014:No Conclusion
09/01/2015:No Known Impact
08/30/2012:No Known Impact"
"43.04_-76.584",43.04,-76.584,"North Brook","No Conclusion","09/19/2015:No Conclusion"
"43.042_-73.744",43.042,-73.744,"Kayaderosseras Creek","No Conclusion","09/07/2012:No Conclusion"
"43.042_-73.889",43.042,-73.889,"Kayaderosseras Cr, Lower, and minor trib","No Conclusion","07/31/2013:No Conclusion"
"43.042_-74.078",43.042,-74.078,"North Chuctanunda","No Conclusion","8/31/2016:No Conclusion"
"43.044_-73.77",43.044,-73.77,"Kayaderosseras Creek","No Conclusion","09/24/2014:No Conclusion
09/07/2012:No Conclusion
08/28/2015:No Conclusion"
"43.045_-77.387",43.045,-77.387,"White Brook","Possibly Impaired","09/29/2013:Possibly Impaired"
"43.047_-77.815",43.047,-77.815,"Mill Creek","No Conclusion","09/17/2013:No Conclusion"
"43.05_-76.55",43.05,-76.55,"Putnam Brook","No Conclusion","08/28/2015:No Conclusion
09/29/2015:No Conclusion"
