"EVENT_ID","LOCATION","RIVMILE","BASIN","DATE","COLLECT","REPLICATE","PROJECT","FINAL_SCORE","RICHNESS","RICH_SCORE","HBI","HBI_SCORE","SHANNON","SHANNON_SCORE","PMA","PMA_SCORE","EPT_RICH","EPT_SCORE","NBI_P","NBI_P_SCORE","NCO_RICH","NCO_RICH_SCORE","PCT_DOM3","PCT_DOM3_SCORE"
"5.2_OSWE_7_8/11/2016_1","OSWE","5.2",7,"8/11/2016",2,1,"RIBS_Scr",3.77,12,2.95,7.84,5.4,2.14164369051023,3.21,NA,NA,2,3.5,NA,NA,NA,NA,NA,NA
"5.2_OSWE_7_8/15/1989_1","OSWE","5.2",7,"8/15/1989",2,1,"RIBS",4.88,13,3.41,6.28,9.3,2.16006565851145,3.3,NA,NA,2,3.5,NA,NA,NA,NA,NA,NA
"5.2_OSWE_7_8/15/1995_1","OSWE","5.2",7,"8/15/1995",2,1,"RIBS_Int",5.18,17,5.45,7.77,5.58,2.73626348150975,6.18,NA,NA,2,3.5,NA,NA,NA,NA,NA,NA
"5.2_OSWE_7_8/22/2001_1","OSWE","5.2",7,"8/22/2001",2,1,"RIBS_Scr",6.45,18,5.91,7.38,6.55,2.96447272060671,7.32,NA,NA,4,6,NA,NA,NA,NA,NA,NA
"5.2_OSWE_7_8/23/2011_1","OSWE","5.2",7,"8/23/2011",2,1,"RIBS_Scr",4.71,17,5.45,7.21,6.97,2.08571683292668,2.93,NA,NA,2,3.5,NA,NA,NA,NA,NA,NA
"5.2_OSWE_7_9/15/2016_1","OSWE","5.2",7,"9/15/2016",2,1,"RIBS_Scr",3.64,16,4.77,7.88,5.3,1.07629942040894,0,NA,NA,3,4.5,NA,NA,NA,NA,NA,NA
"5.2_OSWE_7_9/18/1990_1","OSWE","5.2",7,"9/18/1990",2,1,"RIBS",5.48,14,3.86,7.79,5.53,2.803136866069,6.52,NA,NA,4,6,NA,NA,NA,NA,NA,NA
"5.2_OSWE_7_9/21/1989_1","OSWE","5.2",7,"9/21/1989",2,1,"RIBS",6.4,20,6.82,8.05,4.87,3.37878740667298,9.39,NA,NA,3,4.5,NA,NA,NA,NA,NA,NA
"5.2_OSWE_7_9/21/1995_1","OSWE","5.2",7,"9/21/1995",2,1,"RIBS_Int",7.4,20,6.82,7.12,7.2,3.01698887576505,7.58,NA,NA,6,8,NA,NA,NA,NA,NA,NA
"5.2_OSWE_7_9/27/2001_1","OSWE","5.2",7,"9/27/2001",2,1,"RIBS_Scr",6.27,17,5.45,7.24,6.9,3.14637709217864,8.23,NA,NA,3,4.5,NA,NA,NA,NA,NA,NA
"5.2_OSWE_7_9/27/2006_1","OSWE","5.2",7,"9/27/2006",2,1,"RIBS_Scr",6.18,15,4.32,5.73,10,2.67908880463997,5.9,NA,NA,3,4.5,NA,NA,NA,NA,NA,NA
"5.2_OSWE_7_9/29/2011_2","OSWE","5.2",7,"9/29/2011",2,2,"RIBS_Scr",9.05,29,10,6.71,8.22,3.67873724479,10,NA,NA,6,8,NA,NA,NA,NA,NA,NA
"5.2_SNDY_E_3_6/20/2006_1","SNDY_E","5.2",3,"6/20/2006",1,1,"RAS",4.14,18,4.85,5.17,6.66,NA,NA,38,3.15,3,3.61,7.02,2.45,NA,NA,NA,NA
"5.2_SPRG_4_7/1/2014_1","SPRG","5.2",4,"7/1/2014",1,1,"RIBS_Scr",5.5,19,5.29,4.93,6.96,NA,NA,50,5.16,8,6.36,6.51,3.73,NA,NA,NA,NA
"5.2_TEN_16_8/26/1992_1","TEN","5.2",16,"8/26/1992",1,1,"RAS",7.84,21,5.88,4.32,7.68,NA,NA,79,8.94,13,9,4.8,7.7,NA,NA,NA,NA
"5.2_WANG_W_2_8/29/2001_1","WANG_W","5.2",2,"8/29/2001",1,1,"RIBS_Scr",6.03,22,6.18,4.93,6.96,NA,NA,61,6.94,7,5.91,6.33,4.17,NA,NA,NA,NA
"5.2_WANG_W_2_9/12/2006_1","WANG_W","5.2",2,"9/12/2006",1,1,"RIBS_Scr",4.94,21,5.88,4.69,7.26,NA,NA,35,2.66,7,5.91,6.8,3,NA,NA,NA,NA
"5.2_WAWA_13_8/29/1989_1","WAWA","5.2",13,"8/29/1989",1,1,"RAS",6.07,21,5.88,5.42,6.35,NA,NA,75,8.56,6,5.45,6.35,4.13,NA,NA,NA,NA
"5.2_WAWA_13_8/9/1994_1","WAWA","5.2",13,"8/9/1994",1,1,"RAS",5.19,15,3.97,5.38,6.4,NA,NA,66,7.69,5,4.72,6.73,3.17,NA,NA,NA,NA
"5.2_WAWA_13_9/10/2002_1","WAWA","5.2",13,"9/10/2002",1,1,"RIBS_Scr",6.42,18,4.85,4.45,7.55,NA,NA,50,5.16,10,7.27,5.1,7.25,NA,NA,NA,NA
"5.2_WAWA_13_9/14/1995_1","WAWA","5.2",13,"9/14/1995",1,1,"RAS",6.45,18,4.85,4.74,7.2,NA,NA,59,6.61,7,5.91,4.83,7.67,NA,NA,NA,NA
"5.3_CANW_12_10/2/2015_1","CANW","5.3",12,"10/2/2015",1,1,"RIBS_Scr",8.15,21,5.88,2.75,9.25,NA,NA,62,7.1,18,10,3.98,8.52,NA,NA,NA,NA
"5.3_CLER_2_8/31/2016_1","CLER","5.3",2,"8/31/2016",1,1,"RIBS_Scr",8.4,31,8.89,3.64,8.36,NA,NA,71,8.17,16,10,5.37,6.57,NA,NA,NA,NA
"5.3_ESTN_11_7/8/1993_1","ESTN","5.3",11,"7/8/1993",1,1,"RIBS",8.51,22,6.18,2.4,9.6,NA,NA,69,7.98,17,10,3.73,8.77,NA,NA,NA,NA
"5.3_MIAN_17_7/15/1991_1","MIAN","5.3",17,"7/15/1991",1,1,"RAS",5.06,14,3.68,4.87,7.04,NA,NA,44,4.11,6,5.45,5.99,5.02,NA,NA,NA,NA
"5.3_MILR_17_9/18/2013_1","MILR","5.3",17,"9/18/2013",6,1,"RIBS_Scr",4.03,17,5.45,7.15,4.75,NA,NA,NA,NA,0,0,NA,NA,7,5.91,NA,NA
"5.3_MOOD_13_7/28/2004_1","MOOD","5.3",13,"7/28/2004",1,1,"RAS",7.4,31,8.89,4.91,6.99,NA,NA,65,7.6,14,9.5,6.4,4,NA,NA,NA,NA
"5.3_OWLI_7_6/28/2011_1","OWLI","5.3",7,"6/28/2011",1,1,"RAS",5.08,19,5.29,4.76,7.18,NA,NA,49,4.92,7,5.91,7.15,2.12,NA,NA,NA,NA
"5.3_OWLI_7_7/6/2006_1","OWLI","5.3",7,"7/6/2006",1,1,"RAS",4.49,20,5.59,4.83,7.09,NA,NA,41,3.63,7,5.91,7.91,0.22,NA,NA,NA,NA
"5.3_SCON_7_9/4/1986_1","SCON","5.3",7,"9/4/1986",1,1,"RAS",3.48,12,3.09,5.78,5.9,NA,NA,33,2.24,4,4.17,7.19,2.02,NA,NA,NA,NA
"5.3_SCON_7_9/5/2007_1","SCON","5.3",7,"9/5/2007",1,1,"RAS",4.63,19,5.29,5.71,5.99,NA,NA,48,4.76,7,5.91,7.52,1.2,NA,NA,NA,NA
"5.4_CHEM_5_10/1/1984_1","CHEM","5.4",5,"10/1/1984",2,1,"PRE_RIBS",9.13,25,9.5,5.69,10,3.10596054312233,8.03,NA,NA,8,9,NA,NA,NA,NA,NA,NA
"5.4_CHEM_5_7/16/2003_1","CHEM","5.4",5,"7/16/2003",1,1,"RIBS_Int",7.55,28,8.06,4.54,7.45,NA,NA,74,8.46,13,9,6.08,4.8,NA,NA,NA,NA
"5.4_CHEM_5_7/24/1984_1","CHEM","5.4",5,"7/24/1984",1,1,"PRE_RIBS",7.81,32,9.17,5.29,6.51,NA,NA,71,8.17,10,7.27,4.56,7.94,NA,NA,NA,NA
"5.4_CHEM_5_7/30/2002_1","CHEM","5.4",5,"7/30/2002",1,1,"RIBS_Scr",7.11,25,7.06,4.38,7.62,NA,NA,67,7.79,12,8.5,6.17,4.58,NA,NA,NA,NA
"5.4_CHEM_5_7/31/2012_1","CHEM","5.4",5,"7/31/2012",1,1,"RIBS_Scr",6.24,27,7.78,5.91,5.74,NA,NA,71,8.17,7,5.91,6.56,3.6,NA,NA,NA,NA
"5.4_CHEM_5_8/12/1998_1","CHEM","5.4",5,"8/12/1998",1,1,"RIBS_Int",6.5,17,4.56,4.35,7.65,NA,NA,79,8.94,10,7.27,6.37,4.07,NA,NA,NA,NA
"5.4_CHEM_5_8/2/2007_1","CHEM","5.4",5,"8/2/2007",1,1,"RIBS_Scr",7.41,19,5.29,4.79,7.14,NA,NA,77,8.75,13,9,5.25,6.88,NA,NA,NA,NA
"5.4_CHEM_5_8/22/1973_1","CHEM","5.4",5,"8/22/1973",2,1,"PRE_RIBS",9.96,32,10,5.7,10,3.46405330048895,9.82,NA,NA,12,10,NA,NA,NA,NA,NA,NA
"5.4_CHEM_5_8/22/1991_1","CHEM","5.4",5,"8/22/1991",1,1,"RIBS",5.91,25,7.06,5.64,6.08,NA,NA,62,7.1,10,7.27,7.19,2.02,NA,NA,NA,NA
"5.4_CHEM_5_8/28/1984_1","CHEM","5.4",5,"8/28/1984",2,1,"PRE_RIBS",5.7,15,4.32,5.8,10,1.06614792310872,0,NA,NA,7,8.5,NA,NA,NA,NA,NA,NA
"5.4_CHEM_5_9/26/1973_1","CHEM","5.4",5,"9/26/1973",2,1,"PRE_RIBS",10,29,10,5.45,10,3.67736802107906,10,NA,NA,11,10,NA,NA,NA,NA,NA,NA
"5.4_CHEM_5_9/3/2008_1","CHEM","5.4",5,"9/3/2008",1,1,"RIBS_Int",6.81,25,7.06,4.55,7.44,NA,NA,72,8.27,11,8,6.68,3.3,NA,NA,NA,NA
"5.4_DILA_6_7/15/1992_1","DILA","5.4",6,"7/15/1992",1,1,"RIBS",8.56,35,10,4.26,7.74,NA,NA,72,8.27,21,10,5.29,6.78,NA,NA,NA,NA
"5.4_DILA_6_7/21/2003_1","DILA","5.4",6,"7/21/2003",1,1,"RIBS_Scr",8.22,29,8.33,3.81,8.19,NA,NA,61,6.94,21,10,4.84,7.66,NA,NA,NA,NA
"5.4_DILA_6_8/21/1991_1","DILA","5.4",6,"8/21/1991",1,1,"RIBS",7.42,29,8.33,4.31,7.69,NA,NA,58,6.45,16,10,6.14,4.65,NA,NA,NA,NA
"5.4_DILA_6_8/24/2004_1","DILA","5.4",6,"8/24/2004",1,1,"RIBS_Int",7.3,26,7.35,4.37,7.63,NA,NA,78,8.85,11,8,6.13,4.68,NA,NA,NA,NA
"5.4_DILA_6_8/6/2008_1","DILA","5.4",6,"8/6/2008",1,1,"RIBS_Scr",6.47,22,6.18,4.8,7.12,NA,NA,64,7.42,11,8,6.54,3.65,NA,NA,NA,NA
"5.4_DILA_6_9/10/1997_1","DILA","5.4",6,"9/10/1997",1,1,"RIBS_Scr",8.03,32,9.17,4.35,7.65,NA,NA,65,7.6,17,10,5.71,5.72,NA,NA,NA,NA
"5.4_DILA_6_9/16/1998_1","DILA","5.4",6,"9/16/1998",1,1,"RAS",7.01,28,8.06,4.25,7.75,NA,NA,48,4.76,19,10,6.2,4.5,NA,NA,NA,NA
"5.4_DILA_6_9/26/2013_1","DILA","5.4",6,"9/26/2013",1,1,"RIBS_Scr",8.1,29,8.33,3.84,8.16,NA,NA,82,9.23,15,10,6.09,4.78,NA,NA,NA,NA
"5.4_DILA_6_9/29/2014_1","DILA","5.4",6,"9/29/2014",1,1,"RIBS_Int",7.59,24,6.76,4.1,7.9,NA,NA,66,7.69,16,10,5.77,5.58,NA,NA,NA,NA
"5.4_DUCH_7_7/25/2006_1","DUCH","5.4",7,"7/25/2006",1,1,"RIBS_Scr",5.2,15,3.97,4.09,7.91,NA,NA,44,4.11,5,4.72,5.89,5.28,NA,NA,NA,NA
"5.4_DUCH_7_8/9/2012_1","DUCH","5.4",7,"8/9/2012",1,1,"RIBS_Int",5.63,26,7.35,4.83,7.09,NA,NA,47,4.6,7,5.91,6.72,3.2,NA,NA,NA,NA
"5.4_DUCH_7_9/11/2001_1","DUCH","5.4",7,"9/11/2001",1,1,"RIBS_Scr",7.14,33,9.44,5.21,6.61,NA,NA,61,6.94,14,9.5,6.71,3.23,NA,NA,NA,NA
"5.4_DUCH_7_9/21/2011_1","DUCH","5.4",7,"9/21/2011",1,1,"RIBS_Scr",7.53,30,8.61,4.09,7.91,NA,NA,61,6.94,16,10,6.33,4.17,NA,NA,NA,NA
"5.4_MORD_13_8/5/1999_1","MORD","5.4",13,"8/5/1999",1,1,"RAS",7.67,31,8.89,3.7,8.3,NA,NA,51,5.32,14,9.5,5.46,6.35,NA,NA,NA,NA
"5.4_QUAC_13_9/20/2006_1","QUAC","5.4",13,"9/20/2006",1,1,"RAS",7.27,18,4.85,3.93,8.07,NA,NA,62,7.1,15,10,5.46,6.35,NA,NA,NA,NA
"5.4_SLAB_2_7/26/2011_1","SLAB","5.4",2,"7/26/2011",6,1,"RIBS_Scr",8.97,25,9.5,5.57,7.38,NA,NA,NA,NA,8,9,NA,NA,15,10,NA,NA
"5.4_STLE_12_8/20/2015_1","STLE","5.4",12,"8/20/2015",1,1,"RIBS_Scr",6.17,28,8.06,5.48,6.27,NA,NA,82,9.23,6,5.45,7.27,1.83,NA,NA,NA,NA
"5.4_STLE_12_9/22/2016_1","STLE","5.4",12,"9/22/2016",1,1,"RIBS_Scr",5.61,24,6.76,5.29,6.51,NA,NA,64,7.42,5,4.72,6.94,2.65,NA,NA,NA,NA
"5.5_BLAK_4_8/27/1996_1","BLAK","5.5",4,"8/27/1996",1,1,"RIBS_Scr",4.87,21,5.88,4.94,6.95,NA,NA,48,4.76,7,5.91,7.66,0.85,NA,NA,NA,NA
"5.5_DWAR_13_9/8/2012_1","DWAR","5.5",13,"9/8/2012",1,1,"RIBS_Scr",7.3,22,6.18,3.8,8.2,NA,NA,82,9.23,11,8,6.05,4.88,NA,NA,NA,NA
"5.5_LAND_13_9/21/1992_1","LAND","5.5",13,"9/21/1992",1,1,"RIBS",8.08,28,8.06,4.14,7.86,NA,NA,64,7.42,14,9.5,4.95,7.55,NA,NA,NA,NA
"5.5_MILK_4_7/1/2014_1","MILK","5.5",4,"7/1/2014",6,1,"RIBS_Scr",4.34,8,0,5.5,7.5,NA,NA,NA,NA,2,3.5,NA,NA,8,6.36,NA,NA
"5.5_MILL_13_7/10/2008_1","MILL","5.5",13,"7/10/2008",1,1,"RAS",8.33,25,7.06,4.11,7.89,NA,NA,85,9.52,14,9.5,4.83,7.67,NA,NA,NA,NA
"5.5_MILL_13_7/2/2001_1","MILL","5.5",13,"7/2/2001",1,1,"RAS",7.69,25,7.06,4.23,7.77,NA,NA,85,9.52,10,7.27,5.26,6.85,NA,NA,NA,NA
"5.5_SRUN_11_3/22/2002_1","SRUN","5.5",11,"3/22/2002",6,1,"RIBS_Scr",2.19,12,2.95,8.68,2.2,NA,NA,NA,NA,0,0,NA,NA,3,3.61,NA,NA
"5.5_SRUN_11_7/12/2006_1","SRUN","5.5",11,"7/12/2006",6,1,"RIBS_Scr",5.9,22,8,7.16,4.73,NA,NA,NA,NA,3,4.5,NA,NA,8,6.36,NA,NA
"5.5_SRUN_11_8/12/2008_1","SRUN","5.5",11,"8/12/2008",6,1,"RAS",5.3,19,6.36,7.07,4.88,NA,NA,NA,NA,3,4.5,NA,NA,6,5.45,NA,NA
"5.5_SRUN_11_8/15/2001_1","SRUN","5.5",11,"8/15/2001",6,1,"RIBS_Scr",5.59,21,7.27,7.41,4.32,NA,NA,NA,NA,2,3.5,NA,NA,10,7.27,NA,NA
"5.6_BERD_4_7/2/2014_1","BERD","5.6",4,"7/2/2014",6,1,"RIBS_Scr",3.28,14,3.86,7.28,4.53,NA,NA,NA,NA,0,0,NA,NA,5,4.72,NA,NA
"5.6_BLAH_9_7/20/2004_1","BLAH","5.6",9,"7/20/2004",6,1,"RIBS_Scr",5.99,22,8,6.94,5.1,NA,NA,NA,NA,3,4.5,NA,NA,8,6.36,NA,NA
"5.6_BRNX_17_9/10/2008_1","BRNX","5.6",17,"9/10/2008",1,1,"RIBS_Scr",3.64,21,5.88,6.52,4.98,NA,NA,45,4.27,2,3.06,8.24,0,NA,NA,NA,NA
"5.6_BRNX_17_9/12/2014_1","BRNX","5.6",17,"9/12/2014",1,1,"RAS",4.02,19,5.29,5.87,5.79,NA,NA,41,3.63,3,3.61,7.28,1.8,NA,NA,NA,NA
"5.6_BRNX_17_9/14/2002_1","BRNX","5.6",17,"9/14/2002",1,1,"Special Study",2.19,14,3.68,6.94,4.45,NA,NA,29,1.55,1,1.25,8.29,0,NA,NA,NA,NA
"5.6_BRNX_17_9/17/2003_1","BRNX","5.6",17,"9/17/2003",1,1,"RAS",4,16,4.26,6.2,5.38,NA,NA,39,3.31,2,3.06,6.41,3.97,NA,NA,NA,NA
"5.6_BRNX_17_9/18/2013_1","BRNX","5.6",17,"9/18/2013",1,1,"RIBS_Scr",3.72,18,4.85,6.14,5.45,NA,NA,42,3.79,2,3.06,7.42,1.45,NA,NA,NA,NA
"5.6_BRNX_17_9/2/2004_1","BRNX","5.6",17,"9/2/2004",1,1,"RIBS_Int",2.86,15,3.97,6.38,5.15,NA,NA,43,3.95,1,1.25,8.24,0,NA,NA,NA,NA
"5.6_BRNX_17_9/23/1998_1","BRNX","5.6",17,"9/23/1998",1,1,"RAS",3.52,16,4.26,6.16,5.42,NA,NA,41,3.63,2,3.06,7.5,1.25,NA,NA,NA,NA
"5.6_CATS_13_8/7/1997_1","CATS","5.6",13,"8/7/1997",1,1,"RAS",8.24,29,8.33,4.33,7.67,NA,NA,60,6.77,15,10,4.06,8.44,NA,NA,NA,NA
"5.6_CHAD_2_7/27/2011_1","CHAD","5.6",2,"7/27/2011",1,1,"RIBS_Scr",4.47,11,2.79,5.43,6.34,NA,NA,46,4.44,4,4.17,6.15,4.62,NA,NA,NA,NA
"5.6_FKIL_13_9/4/1997_1","FKIL","5.6",13,"9/4/1997",1,1,"RAS",6.31,28,8.06,5,6.88,NA,NA,55,5.97,5,4.72,5.64,5.9,NA,NA,NA,NA
"5.6_MBCR_13_7/7/2000_1","MBCR","5.6",13,"7/7/2000",1,1,"Special Study",6.96,31,8.89,4.91,6.99,NA,NA,59,6.61,14,9.5,6.87,2.82,NA,NA,NA,NA
"5.6_MONG_M_14_8/6/2014_1","MONG_M","5.6",14,"8/6/2014",1,1,"RIBS_Scr",5.52,16,4.26,5.07,6.79,NA,NA,76,8.65,7,5.91,7.2,2,NA,NA,NA,NA
"5.6_MONG_M_14_9/1/2009_1","MONG_M","5.6",14,"9/1/2009",1,1,"RIBS_Scr",6.68,27,7.78,5.05,6.81,NA,NA,80,9.04,8,6.36,6.63,3.43,NA,NA,NA,NA
"5.6_REDH_2_7/27/2011_1","REDH","5.6",2,"7/27/2011",1,1,"RIBS_Scr",7.63,31,8.89,4.62,7.35,NA,NA,74,8.46,15,10,6.62,3.45,NA,NA,NA,NA
"5.6_REDH_2_8/29/2001_1","REDH","5.6",2,"8/29/2001",1,1,"RIBS_Scr",6.92,21,5.88,3.44,8.56,NA,NA,78,8.85,10,7.27,6.39,4.03,NA,NA,NA,NA
"5.6_REDH_2_8/5/2002_1","REDH","5.6",2,"8/5/2002",1,1,"RIBS_Int",8.4,29,8.33,3.93,8.07,NA,NA,82,9.23,14,9.5,5.26,6.85,NA,NA,NA,NA
"5.6_REDH_2_9/12/2006_1","REDH","5.6",2,"9/12/2006",1,1,"RIBS_Scr",5.55,20,5.59,5.16,6.67,NA,NA,46,4.44,8,6.36,6.12,4.7,NA,NA,NA,NA
"5.6_WCOY_4_6/24/2014_1","WCOY","5.6",4,"6/24/2014",1,1,"RAS",7.61,34,9.72,4.44,7.56,NA,NA,57,6.29,11,8,5.41,6.47,NA,NA,NA,NA
"5.7_BLND_17_9/14/1999_1","BLND","5.7",17,"9/14/1999",1,1,"RAS",4.15,15,3.97,5.78,5.9,NA,NA,39,3.31,3,3.61,6.41,3.97,NA,NA,NA,NA
"5.7_GRIM_7_7/12/2016_1","GRIM","5.7",7,"7/12/2016",1,1,"RIBS_Scr",6.06,19,5.29,3.76,8.24,NA,NA,54,5.81,12,8.5,7.01,2.48,NA,NA,NA,NA
"5.7_HONY_T13_4_7/1/2014_1","HONY_T13","5.7",4,"7/1/2014",1,1,"RIBS_Scr",5.32,22,6.18,4.99,6.89,NA,NA,46,4.44,8,6.36,6.91,2.72,NA,NA,NA,NA
"5.7_LISH_12_7/22/1996_1","LISH","5.7",12,"7/22/1996",1,1,"RAS",4.42,14,3.68,5.21,6.61,NA,NA,54,5.81,4,4.17,7.26,1.85,NA,NA,NA,NA
"5.7_LSAB_10_7/22/2008_1","LSAB","5.7",10,"7/22/2008",1,1,"RIBS_Scr",7.66,27,7.78,3.95,8.05,NA,NA,83,9.33,13,9,6.34,4.15,NA,NA,NA,NA
"5.7_LSAB_10_8/14/2013_1","LSAB","5.7",10,"8/14/2013",1,1,"RIBS_Scr",7.99,33,9.44,4.25,7.75,NA,NA,80,9.04,18,10,6.51,3.73,NA,NA,NA,NA
"5.7_LSAB_10_8/18/1998_1","LSAB","5.7",10,"8/18/1998",1,1,"RIBS_Scr",7.88,31,8.89,4.46,7.54,NA,NA,74,8.46,14,9.5,5.99,5.02,NA,NA,NA,NA
"5.7_LSAB_10_8/20/2003_1","LSAB","5.7",10,"8/20/2003",1,1,"RIBS_Scr",6.88,26,7.35,4.67,7.29,NA,NA,56,6.13,13,9,6.15,4.62,NA,NA,NA,NA
"5.7_LSAB_10_9/29/1999_1","LSAB","5.7",10,"9/29/1999",1,1,"RIBS_Int",7.36,22,6.18,3.96,8.04,NA,NA,62,7.1,14,9.5,5.61,5.97,NA,NA,NA,NA
"5.7_LVAL_2_7/27/2011_1","LVAL","5.7",2,"7/27/2011",1,1,"RIBS_Scr",5.39,23,6.47,4.74,7.2,NA,NA,49,4.92,5,4.72,6.54,3.65,NA,NA,NA,NA
"5.7_MONG_W_14_9/1/2009_1","MONG_W","5.7",14,"9/1/2009",1,1,"RIBS_Int",4.08,11,2.79,5.99,5.64,NA,NA,49,4.92,4,4.17,6.85,2.88,NA,NA,NA,NA
"5.7_MONG_W_14_9/20/2000_1","MONG_W","5.7",14,"9/20/2000",1,1,"RIBS_Int",4.74,14,3.68,5.31,6.49,NA,NA,37,2.98,7,5.91,6.14,4.65,NA,NA,NA,NA
"5.7_ONES_13_8/6/1998_1","ONES","5.7",13,"8/6/1998",1,1,"RAS",7.02,20,5.59,4.34,7.66,NA,NA,59,6.61,8,6.36,3.64,8.86,NA,NA,NA,NA
"5.7_WBCR_13_7/5/2000_1","WBCR","5.7",13,"7/5/2000",1,1,"Special Study",2.89,11,2.79,6.43,5.09,NA,NA,25,0.86,4,4.17,7.39,1.53,NA,NA,NA,NA
"5.7_WOOD_13_5/5/1987_1","WOOD","5.7",13,"5/5/1987",1,1,"RAS",4.79,18,4.85,5.71,5.99,NA,NA,53,5.65,5,4.72,6.91,2.72,NA,NA,NA,NA
"5.7_WOOD_13_5/5/2005_1","WOOD","5.7",13,"5/5/2005",1,1,"RAS",5.3,24,6.76,6.67,4.79,NA,NA,45,4.27,5,4.72,5.62,5.95,NA,NA,NA,NA
"5.7_WOOD_13_5/8/2007_1","WOOD","5.7",13,"5/8/2007",1,1,"RAS",5.38,22,6.18,6.1,5.5,NA,NA,47,4.6,4,4.17,5.41,6.47,NA,NA,NA,NA
"5.7_WOOD_13_7/29/2004_1","WOOD","5.7",13,"7/29/2004",1,1,"RAS",4.19,19,5.29,6.7,4.75,NA,NA,46,4.44,4,4.17,7.08,2.3,NA,NA,NA,NA
"5.8_CARM_17_7/18/1989_1","CARM","5.8",17,"7/18/1989",3,1,"RAS",6.97,20,7.88,6.4,9,3.24875843973146,8.12,45,3,NA,NA,NA,NA,NA,NA,64,6.83
"5.8_CHER_6_7/25/2007_1","CHER","5.8",6,"7/25/2007",1,1,"RAS",6.9,24,6.76,4.8,7.12,NA,NA,53,5.65,16,10,6.01,4.98,NA,NA,NA,NA
"5.8_HALE_12_8/3/2005_1","HALE","5.8",12,"8/3/2005",1,1,"RAS",4.17,13,3.38,5.85,5.81,NA,NA,47,4.6,4,4.17,6.85,2.88,NA,NA,NA,NA
"5.8_HONI_4_7/2/2014_1","HONI","5.8",4,"7/2/2014",1,1,"RIBS_Scr",7.23,24,6.76,3.55,8.45,NA,NA,69,7.98,15,10,6.81,2.98,NA,NA,NA,NA
"5.8_HONI_4_8/11/1999_1","HONI","5.8",4,"8/11/1999",1,1,"RIBS_Scr",6.87,24,6.76,4.35,7.65,NA,NA,62,7.1,11,8,6.07,4.82,NA,NA,NA,NA
"5.8_HONI_4_8/22/1995_1","HONI","5.8",4,"8/22/1995",1,1,"RIBS_Int",5.29,18,4.85,3.69,8.31,NA,NA,51,5.32,9,6.82,7.55,1.13,NA,NA,NA,NA
"5.8_KUNJ_11_7/11/2006_1","KUNJ","5.8",11,"7/11/2006",1,1,"RIBS_Scr",6.31,19,5.29,4.36,7.64,NA,NA,46,4.44,6,5.45,3.75,8.75,NA,NA,NA,NA
"5.8_KUNJ_11_9/18/2001_1","KUNJ","5.8",11,"9/18/2001",1,1,"RIBS_Scr",6.32,16,4.26,4.45,7.55,NA,NA,60,6.77,7,5.91,5.15,7.12,NA,NA,NA,NA
"5.8_OIL_2_7/10/1990_1","OIL","5.8",2,"7/10/1990",1,1,"RIBS_Int",7.4,34,9.72,5.27,6.54,NA,NA,73,8.37,11,8,6.25,4.38,NA,NA,NA,NA
"5.8_OIL_2_8/30/2016_1","OIL","5.8",2,"8/30/2016",1,1,"RIBS_Scr",5.35,21,5.88,5.06,6.8,NA,NA,49,4.92,7,5.91,6.71,3.23,NA,NA,NA,NA
"5.8_OIL_2_8/6/2002_1","OIL","5.8",2,"8/6/2002",1,1,"RAS",6.31,27,7.78,5.45,6.31,NA,NA,68,7.88,9,6.82,6.9,2.75,NA,NA,NA,NA
"5.8_OWAS_7_6/19/1990_1","OWAS","5.8",7,"6/19/1990",1,1,"RIBS",3.21,21,5.88,6.64,4.83,NA,NA,41,3.63,1,1.25,7.82,0.45,NA,NA,NA,NA
"5.8_OWAS_7_7/17/1990_1","OWAS","5.8",7,"7/17/1990",1,1,"RAS",4.34,14,3.68,5.84,5.83,NA,NA,45,4.27,3,3.61,6.28,4.3,NA,NA,NA,NA
"5.8_OWAS_7_7/17/2002_1","OWAS","5.8",7,"7/17/2002",1,1,"RAS",5.73,23,6.47,5.4,6.38,NA,NA,59,6.61,8,6.36,6.87,2.82,NA,NA,NA,NA
"5.8_PLSN_6_8/5/2008_1","PLSN","5.8",6,"8/5/2008",1,1,"RIBS_Scr",8.61,31,8.89,3.27,8.73,NA,NA,73,8.37,17,10,5.18,7.05,NA,NA,NA,NA
"5.8_REGI_E_9_7/20/2004_1","REGI_E","5.8",9,"7/20/2004",1,1,"RIBS_Scr",8.43,26,7.35,3.69,8.31,NA,NA,74,8.46,16,10,4.49,8.01,NA,NA,NA,NA
"5.8_SAMC_3_7/22/2015_1","SAMC","5.8",3,"7/22/2015",1,1,"RIBS_Scr",5.71,24,6.76,5.31,6.49,NA,NA,64,7.42,6,5.45,7.03,2.42,NA,NA,NA,NA
"5.8_SAMC_3_9/14/2004_1","SAMC","5.8",3,"9/14/2004",1,1,"RIBS_Scr",6.01,27,7.78,5.22,6.6,NA,NA,58,6.45,9,6.82,7.05,2.38,NA,NA,NA,NA
"5.8_SAMC_3_9/16/1999_1","SAMC","5.8",3,"9/16/1999",1,1,"RIBS_Scr",4.87,16,4.26,4.94,6.95,NA,NA,48,4.76,5,4.72,6.53,3.67,NA,NA,NA,NA
"5.8_SNDY_3_6/20/2006_1","SNDY","5.8",3,"6/20/2006",1,1,"RAS",4.51,16,4.26,5.51,6.24,NA,NA,49,4.92,5,4.72,7.03,2.42,NA,NA,NA,NA
