"SITE_ID","LOCATION","RIVMILE","STATION","DESCRIPT","DIRECT","LATITUDE","LONGITUDE","COUNTY","FIPS_CODE","BASIN","NAME","HUC_8","WQ_STANDARD","DEC_REGION","PWL_ID","WIN","HABITAT_TYPE","SITE_CONDITION","DRAINAGE","NED10_Elevation"
2193,"STUR",0.6,"1","West Mechanic St. 50m down","Corinth",43.24389,-73.83417,"Saratoga",91,"11","Sturdevant Creek",2020003,"CT",5,"1101-0019","H-363",NA,NA,NA,175.0315552
2408,"STYB",0.1,"1","10 m above dam @Rte 20A bridge","Sheldon",42.75974,-78.31082,"Wyoming",121,"1","Stony Brook Creek",4120104,"A",9,"0102-0041","ONT-158-12-66",NA,NA,NA,340.4827576
42674387,"STYB_T5",0.3,"9","Buffalo Rd","Orangeville",42.7715,-78.2738,"Chautauqua",13,"1","Unnamed Tributary to Stony Brook",4120104,"A",9,"0102-0041","Ont 158-12-66",NA,NA,NA,431.4477234
2838,"STYL",3.6,"1","Morrison Rd","Keene",44.30145,-73.72594,"Essex",31,"10","Styles Brook",2010004,"AA(T)",5,"1004-0071","C- 25-27",NA,NA,NA,463.2789001
1190,"SUGA",2.3,"1","Co.Rte 17; 50 yds above bridge","Ossian",42.50492,-77.75752,"Livingston",51,"4","Sugar Creek",4130002,"CT",8,"0404-0026","ONT-117-66-28",NA,NA,NA,391.8510437
3001,"SUGA_T7",1,"1","off Ebert Road","Ossian",42.52197,-77.83082,"Livingston",51,"4","Unnamed Tributary to Sugar Creek",4130002,"C",8,"0404-0026","ONT-117-66-28-3",NA,NA,NA,496.7182617
2899,"SUGC",0.3,"1","Upstream from Rt. 26 overpass.","Vestal",42.03351,-76.0133,"Broome",7,"6","Sugar Creek",2050103,"C",7,"0603-0019","SR-29-8",NA,NA,NA,304.7935486
3408,"SUGL",1.4,"1.4","Off Sugarloaf Rd","Neversink",41.88017,-74.50877,"Sullivan",105,"13","Sugarloaf Brook",2020007,"B(TS)",3,"1306-0026","H-139-14 (portion 6)",NA,NA,NA,327.2075806
946,"SUGR",1,"2","30 m above Rt. 12 bridge","Leyden",43.52528,-75.32528,"Lewis",49,"8","Sugar River",4150101,"CT",6,"0801-0231","ONT-19-91",NA,NA,NA,296.772583
945,"SUGR",3.3,"1","50 m above Denly Rd. bridge","Leyden",43.53194,-75.35056,"Lewis",49,"8","Sugar River",4150101,"CT",6,"0801-0231","ONT-19-91",NA,NA,NA,320.2460022
1755,"SUGR",9.8,"0","30m above Highmarket St bridge","West Turin",43.56278,-75.42805,"Lewis",49,"8","Sugar Creek",4150101,"CT",6,"0801-0411","ONT-19-91",NA,NA,NA,388.7862549
42675051,"SUGR_W_T21",1,"W0","250 meters upstream of Duppert Road Bridge","West Turin",43.53995,-75.48749,"Lewis",49,"8","Unnamed Tributary to West Branch Sugar River",4150101,"C",6,"0801-0411","Ont 19-91",NA,NA,NA,520.171875
3263,"SUKE",0.6,"1","5 meters upstream of Clark Street bridge","Canandaigua",42.8816,-77.2815,"Ontario",69,"7","Sucker Brook",4140201,"C",8,"0704-0054","ONT-66-12-52-P286-50",NA,NA,NA,211.7698059
2214,"SUKR",0.1,"1","W. Bayard


10 m below


Stagnant/Deep","Seneca Falls",42.90694,-76.81611,"Seneca",99,"7","Sucker Brook",4140201,"C",8,"0705-0047","ONT-66-12-65",NA,NA,NA,132.7765656
2635,"SUND",0.2,"1","Moshier Falls Rd","Webb",43.87022,-75.13825,"Herkimer",43,"8","Sunday Creek",4150101,"CT",6,"0801-0210","ONT-19-40-20",NA,NA,NA,443.4058533
2167,"SUNK",1.2,"1","Next to Factory Hollow Road","Pittstown",42.8394,-73.5065,"Rensselaer",83,"11","Sunkauissia Creek",2020003,"AT",4,"1102-0024","H-264-4-P1095-3",NA,NA,NA,133.569931
42673737,"SUNS_T10",0.2,"0.2","West Lake Road","Canadice",42.749017,-77.522937,"Ontario",69,"4","Unnamed Tributary to Honeoye Lake",4130003,"C",8,"0402-0045","Ont 117-27-P57",NA,NA,NA,256.3139954
2636,"SUNY",0.2,"1","10 m below Rte 202 bridge","Ramapo",41.15924,-74.09836,"Rockland",87,"15","Sunny Brook",2030103,"C(T)",3,"1501-0035","NJ-11",NA,NA,NA,109.734108
953,"SUSQ",3.8,"10","Barton Rd., DEC fishing access","Nichols",42.04,-76.44639,"Tioga",107,"6","Lower Susquehanna River",2050103,"B",7,"0603-0016","SR",NA,NA,NA,232.7229919
952,"SUSQ",6.9,"9","300 m below Rt. 282 bridge


Access across river at Bridge St","Nichols",42.02917,-76.40056,"Tioga",107,"6","Lower Susquehanna River",2050103,"B",7,"0603-0016","SR",NA,NA,NA,233.022995
951,"SUSQ",15,"7","at Rt. 17 rest stop","Nichols",42.08667,-76.28167,"Tioga",107,"6","Lower Susquehanna River",2050103,"C",7,"0603-0015","SR",NA,NA,NA,237.5429993
948,"SUSQ",25.2,"5","20 m above Apalachin Creek confluence


Access at 434","Owego",42.06417,-76.1425,"Tioga",107,"6","Lower Susquehanna River",2050103,"B",7,"0603-0013","SR",NA,NA,NA,242.1489716
949,"SUSQ",25.3,"05A","3 m below Apalachin effluent pipe","Owego",42.06139,-76.13944,"Tioga",107,"6","Lower Susquehanna River",2050103,"B",7,"0603-0013","SR",NA,NA,NA,243.6490021
950,"SUSQ",26,"05B","30 m below Apalachin effluent pipe - in plume","Owego",42.06111,-76.14,"Tioga",107,"6","Lower Susquehanna River",2050103,"B",7,"0603-0013","SR",NA,NA,NA,243.6490021
2757,"SUSQ",28.1,"04B","1.4 miles below Vestal STP","Vestal",42.07214,-76.09995,"Broome",7,"6","Lower Susquehanna River",2050103,"A",7,"0603-0002","SR",NA,NA,NA,244.6630096
2756,"SUSQ",29.9,"04A","6.9 miles below Johnson City STP","Vestal",42.08347,-76.07416,"Broome",7,"6","Lower Susquehanna River",2050103,"A",7,"0603-0002","SR",NA,NA,NA,246.1835175
2750,"SUSQ",33.5,"4","African Rd, above Rte 17 bridge","Vestal",42.09978,-76.01668,"Broome",7,"6","Lower Susquehanna River",2050103,"A",7,"0603-0002","SR",NA,NA,NA,245.1630096
2755,"SUSQ",35.6,"03A","1.2 miles below Johnson City STP","Union",42.11203,-75.97984,"Broome",7,"6","Lower Susquehanna River",2050103,"A",7,"0603-0002","SR",NA,NA,NA,246.769989
2754,"SUSQ",36.9,"3","0.1 miles above Johnson City STP","Vestal",42.09885,-75.97984,"Broome",7,"6","Lower Susquehanna River",2050103,"A",7,"0603-0002","SR",NA,NA,NA,293.694397
2758,"SUSQ",37.6,"02B","Johnson City","Binghamton",42.09394,-75.94797,"Broome",7,"6","Lower Susquehanna River",2050103,"A",7,"0603-0002","SR",NA,NA,NA,246.8195038
1957,"SUSQ",43.1,"2","Off Rte 7 @Sandy Beach Park","Binghamton",42.10111,-75.87,"Broome",7,"6","Lower Susquehanna River",2050101,"A",7,"0601-0182","SR",NA,NA,NA,252.872879
947,"SUSQ",46.3,"02A","1.3 mi upstr of Co.Rt.177 bridge-below volt lines","Conklin",42.0825,-75.82778,"Broome",7,"6","Lower Susquehanna River",2050101,"A",7,"0601-0182","SR",NA,NA,NA,259.0062256
1587,"SVAL",3.5,"1","Co Rte 122 bridge; 10m upstream","Sterling",43.36306,-76.63111,"Cayuga",11,"3","Sterling Valley Creek",4140101,"C",7,"0302-0055","ONT-73-3",NA,NA,NA,79.62680817
42674838,"SVAL",10.8,"0","375 ft off SR 104","Hannibal",43.29883,-76.602846,"Oswego",75,"3","Sterling Valley Creek",4140101,"C",7,"0302-0056","Ont  73- 3",NA,NA,NA,93.96333313
955,"SWAN",1.6,"2","20 m below culvert under Rt. 80 (Montauk Highway)","Brookhaven",40.76722,-72.99416,"Suffolk",103,"17","Swan River",2030202,"SC",1,"1701-0329","(MW7.5)  AO-GSB-181 thru 187 (sel.)",NA,NA,NA,2.007924318
954,"SWAN",2.6,"1","50 m below culvert under Rt.27;end of Franklin Ave","Brookhaven",40.78028,-72.99416,"Suffolk",103,"17","Swan River",2030202,"C(TS)",1,"1701-0100","(MW7.5)  AO-GSB-184",NA,NA,NA,10.6729002
2637,"SWEL",0.1,"1","5 m below Rte 22 bridge","Dover",41.73461,-73.58067,"Dutchess",27,"16","Seven Wells Brook",1100005,"A",3,"1601-0023","Conn 15- 6- 1",NA,NA,NA,117.1291885
2644,"SWIS",0.9,"1","SR 126","Croghan",43.9174,-75.51784,"Lewis",49,"8","Swiss Creek",4150101,"C",6,"0801-0271","ONT-19-35",NA,NA,NA,225.3132477
42675050,"SWIS",3.6,"0","220 meters upstream of Youngs Mill Road Bridge","Croghan",43.941763,-75.492598,"Lewis",49,"8","Swiss Creek",4150101,"C",6,"0801-0271","Ont 19-35",NA,NA,NA,231.3869934
1975,"SWML",1.4,"1","East Main St. culvert","Riverhead",40.92528,-72.64972,"Suffolk",103,"17","Sawmill Creek",2030202,"C",1,"1701-0257","(MW6.1e) GB..FB-111",NA,NA,NA,4.623552322
956,"SWMP",0.2,"1","10 m above Co.Rt. 6 bridge","Dover",41.71528,-73.57611,"Dutchess",27,"16","Swamp River",1100005,"C(T)",3,"1601-0015","Conn 15- 4",NA,NA,NA,109.131424
NA,"SWMP",6.8,NA,"Pleasant Ridge Rd","Dover",41.64683,-73.56862,"Dutchess",27,"16","Swamp River",1100005,"C(T)",3,"1601-0015","Conn 15- 4",NA,NA,NA,126.6063766
957,"SWTZ",2.8,"1","400 m above Ravine Rd., Drezelo Farm","Berne",42.59889,-74.1475,"Albany",1,"12","Switz Kill",2020005,"CT",4,"1202-0007","H-240-82-67-24",NA,NA,NA,283.9215393
1591,"SXML",0.7,"1","S. Plain & N.Titus intersection;@pedestrian bridge","Ithaca",42.43417,-76.50389,"Tompkins",109,"7","Sixmile Creek",4140201,"C",7,"0705-0059","ONT-66-12-P296-75-5",NA,NA,NA,117.8837814
959,"SYLV",1.4,"3","5 m below Sylvia Lake Rd. bridge","Fowler",44.27389,-75.39139,"St. Lawrence",89,"9","Sylvia Lake Outlet",4150302,"D",6,"0905-0100","SL-25-72",NA,NA,NA,191.1902924
958,"SYLV",2.6,"1","200 m below Sylvia Lake outlet","Fowler",44.26083,-75.40444,"St. Lawrence",89,"9","Sylvia Lake Outlet",4150302,"D",6,"0905-0100","SL-25-72",NA,NA,NA,199.7728729
1014,"SYLV_T1",0.1,"4","Little York Rd. bridge","Fowler",44.28139,-75.39083,"St. Lawrence",89,"9","Unnamed Tributary to Sylvia Lake Outlet",4150302,"D",6,"0905-0100","SL-25-72-4",NA,NA,NA,177.3754272
1856,"TACK",5,"1","5m above CR 21 bridge","Nassau",42.56028,-73.50083,"Rensselaer",83,"13","Tackawasick Creek",2020006,"C(T)",4,"1310-0036","H-204- 2-18",NA,NA,NA,241.6019287
1846,"TAGH",6.1,"3","50m above Water Street Rd bridge","Livingston",42.16,-73.73611,"Columbia",21,"13","Taghkanic Creek",2020006,"C(T)",4,"1310-0015","H-204- 3- 8",NA,NA,NA,69.38189697
3927,"TAGH",9.4,"2","50 meters east off Old Rte 82 at coordinates 42.125504/-73.722734","Taghkanic",42.125539,-73.721999,"Columbia",21,"13","Taghkanic Creek",2020006,"C(T)",4,"1310-0015","H-204- 3- 8",NA,NA,NA,91.96890259
1843,"TAGH",12.5,"1","100m above New Forge Rd bridge","Taghkanic",42.10806,-73.67917,"Columbia",21,"13","Taghkanic Creek",2020006,"C(T)",4,"1310-0015","H-204- 3- 8",NA,NA,NA,133.3489838
2638,"TANC",1.2,"1","Tannery Creek Rd; opp. Davis Rd","Lindley",42.04317,-77.11189,"Steuben",101,"5","Tannery Creek",2050104,"C",8,"0503-0010","PA-3-57-14",NA,NA,NA,340.8242493
2639,"TANE",0.4,"1","20 m below CR 39","Greig",43.67769,-75.35508,"Lewis",49,"8","Tannery Creek",4150101,"CTS",6,"0801-0318","ONT-19-68",NA,NA,NA,227.2404022
42675188,"TANE",0.7,"0.7","at Middle Rd, 5 m upstream of culvert","Greig",43.67705,-75.34291,"Lewis",49,"8","Tannery Creek",4150101,"C(T)",6,"0801-0338","Ont  19- 68",NA,"Altered",5,254.2905731
2030,"TANN",2,"1","30m below Pooler Rd bridge","De Kalb",44.48472,-75.25723,"St. Lawrence",89,"9","Tanner Creek",4150304,"D",6,"0904-0025","SL-2-25-3",NA,NA,NA,114.2257538
2410,"TANY",0.1,"1","10 m downstream of Rte 98 bridge","Alexander",42.86964,-78.28452,"Wyoming",121,"1","Tannery Brook",4120104,"A",8,"0102-0038","ONT-158-12-41",NA,NA,NA,292.2417603
3181,"TAYL",1.3,"1","@Taylor Brook Rd bridge","Russia",43.27391,-75.09595,"Oneida",65,"12","Taylor Brook",2020004,"AAT",6,"1203-0083","H-240-180-55-3",NA,NA,NA,359.7136536
3062,"TBOK",2.9,"1","Airport Road bridge","Liberty",41.80503,-74.70928,"Sullivan",105,"14","Trout Brook",2040104,"B(T)",3,"1401-0072","D-10-29-P158-",NA,NA,NA,457.1745605
1630,"TBRK",1,"1","Rte 9 & 87; below I-87 northbound bridge","Chester",43.72722,-73.82361,"Warren",113,"11","Trout Brook",2020001,"CT",5,"1104-0210","H-391-P374-1",NA,NA,NA,244.1537018
3301,"TBRK",7.9,"0","At bridge on Leondarsville Road","Minerva",43.782,-73.894,"Essex",31,"11","Trout Brook",2020001,"CT",5,"1104-0211","H-391-P374-1-1",NA,NA,NA,328.3452454
2031,"TBRO",2.3,"1","CR47 guardrail @ road","Stockholm",44.75722,-74.83056,"St. Lawrence",89,"9","Trout Brook",4150306,"D",6,"0902-0114","SLC-32-20-2",NA,NA,NA,94.42554474
42673723,"TBRU_T1",4.7,"G","School Road","Gainesville",42.630627,-78.146177,"Wyoming",121,"4","Unnamed Tributary to Trout Brook",4130002,"C",9,"0403-0047","Ont 117-104-8",NA,NA,NA,529.9036255
1225,"TCLV",3.6,"1","BWS Rd 1, inter w/Coles Clove Rd; 50 m upstream","Colchester",42.12083,-74.89555,"Delaware",25,"14","Terry Clove Brook",2040102,"A(T)",4,"1403-0104","D-70-49-3",NA,NA,NA,396.4371033
961,"TEEN",0.4,"1","50 m below Rt. 5 bridge","Hamburg",42.71237,-78.96671,"Erie",29,"1","Eighteenmile Creek",4120103,"BT",9,"0104-0030","E-13",NA,NA,NA,173.9021454
1651,"TEEN",15.9,"A","50m above Rt. 277 Bridge","Boston",42.68462,-78.77729,"Erie",29,"1","Eighteenmile Creek",4120103,"A",9,"0104-0017","E-13",NA,NA,NA,248.6314392
3317,"TEEN",22.4,"0","@CR 543 bridge","Boston",42.62226,-78.73446,"Erie",29,"1","Eighteenmile Creek",4120103,"AT",9,"0104-0039","E-13",NA,NA,NA,283.1622925
42674989,"TEEN",24.2,"24.2","190 m southwest off SR 391","Concord",42.6021,-78.719498,"Erie",29,"1","Eighteenmile Creek",4120103,"A(T)",9,"0104-0039","Ont 158..E-13",NA,NA,NA,301.2456665
42674990,"TEES",0.1,"1",NA,"Hamburg",42.6987,-78.901398,"Erie",29,"1","South Branch Eighteen Mile Creek",4120103,"B(T)",9,"0104-0016","Ont 158..E-13- 4",NA,NA,NA,199.514267
1650,"TEES",3.1,"B","100m above Eden Valley Rd. Bridge","Eden",42.6753,-78.87257,"Erie",29,"1","South Branch Eighteen Mile Creek",4120103,"BT",9,"0104-0016","E-13-4",NA,NA,NA,217.9667511
3315,"TEES_T4",1.4,"1.4","300 m downstream of Haug Rd","Boston",42.62423,-78.80897,"Erie",29,"1","Unnamed Tributary to S. Br Eighteenmile Creek",4120103,"B",9,"0104-0016","E-13-4-14-2",NA,NA,NA,335.7512817
42674446,"TEET",0.8,"27","SR 10","Arietta",43.3153,-74.5559,"Hamilton",41,"11","Teeter Creek",2020002,"C",5,"1104-0156","H-369..20",NA,NA,NA,503.3840027
728,"TELL",0.1,"0.1","above junction with Poentic Kill","Rotterdam",42.805,-73.99389,"Schenectady",93,"12","Teller Kill",2020004,"C",4,"1201-0005","H-240-26-2",NA,NA,NA,90.23362732
3324,"TELV",12.8,"1","Porter Center Road culvert","Porter",43.22351,-78.95804,"Niagara",63,"3","Twelvemile Creek",4130001,"C",9,"0301-0063","ONT-152a",NA,NA,NA,97.33699799
966,"TEN",2.5,"5","20 m below Lake Ellis Rd. bridge","Dover",41.65389,-73.53861,"Dutchess",27,"16","Tenmile River",1100005,"C(T)",3,"1601-0011","Conn 15",NA,NA,NA,96.0100708
965,"TEN",5.2,"4","above single lane bridge","Dover",41.67778,-73.56084,"Dutchess",27,"16","Tenmile River",1100005,"C(T)",3,"1601-0011","Conn 15",NA,NA,NA,102.3799362
964,"TEN",8.5,"3","20 m below Lime Kiln Rd. bridge","Dover",41.71611,-73.56917,"Dutchess",27,"16","Tenmile River",1100005,"C(T)",3,"1601-0011","Conn 15",NA,NA,NA,108.1826706
963,"TEN",11,"2","30 m below Main Rd. bridge","Dover",41.74139,-73.57083,"Dutchess",27,"16","Tenmile River",1100005,"B(T)",3,"1601-0012","Conn 15",NA,NA,NA,113.307663
962,"TEN",15.5,"1","100 m below Sinpatch Rd. bridge","Amenia",41.78028,-73.55944,"Dutchess",27,"16","Tenmile River",1100005,"C(T)",3,"1601-0012","Conn 15",NA,NA,NA,129.5939941
1509,"TENC",7.6,"1","Tenant Lake; 30m upstream from trail & stream junction","Day",43.3717,-74.0854,"Hamilton",41,"11","Tenant Creek",2020002,"CT",5,"1104-0159","H-369-20-23-P234-9",NA,NA,NA,525.4854126
1216,"TENR",0.1,"3","100 m above Tusten Rd bridge","Tusten",41.55583,-75.01917,"Sullivan",105,"14","Ten Mile River",2040101,"B(T)",3,"1401-0102","D-37",NA,NA,NA,203.3517914
1218,"TENR",6,"1","50 m below Hoffman Rd. bridge","Tusten",41.63055,-74.99861,"Sullivan",105,"14","Ten Mile River",2040101,"B(T)",3,"1401-0103","D-37",NA,NA,NA,283.3788757
1217,"TENR_E",1.4,"2","30 m above Brooks Rd. bridge","Tusten",41.57083,-75.00945,"Sullivan",105,"14","East Branch Ten Mile River",2040101,"B(T)",3,"1401-0102","D-37",NA,NA,NA,232.6784058
1976,"TERR",0.2,"1","10m below Fowen Rd culvert","Brookhaven",40.80944,-72.77417,"Suffolk",103,"17","Terrell River",2030202,"C(TS)",1,"1701-0103","(MW7.2a) AO-MB-170",NA,NA,NA,4.199578762
2454,"TERW",2.6,"1","Just below RR bridge @ SR 5S","Florida",42.9,-74.2,"Montgomery",57,"12","Terwilleger Creek",2020004,"C",4,"1201-0104","H-240-65",NA,NA,NA,196.7240753
1589,"TGHN",0.8,"2","Rte 89; 50m above","Ulysses",42.54583,-76.60028,"Tompkins",109,"7","Taughannock Creek",4140201,"BT",7,"0705-0069","ONT-66-12-P296-98",NA,NA,NA,116.1667175
3246,"TGHN",3.5,"1","At Route 96 Bridge","Ulysses",42.53,-76.637,"Schuyler",97,"7","Taughannock Creek",4140201,"BT",7,"0705-0013","ONT-66-12-P296-98",NA,NA,NA,258.8189392
3245,"TGHN",9.6,"0","50 meters east off Route 228 just upstream of intersection with Updyke Road and Rte 228","Hector",42.483,-76.7,"Schuyler",97,"7","Taughannock Creek",4140201,"CTS",8,"0705-0013","ONT-66-12-P296-98",NA,NA,NA,322.0375671
40969975,"THAD",1.6,"1","River crosses Lake Nebo Rd","Fort Ann",43.455837,-73.561823,"Washington",115,"10","Unnamed Tributary to Hadlock Pond",2010001,"AA(T)",5,"1005-0039","C-134- 4-19- 8",NA,NA,NA,234.0021973
40969976,"THAF",2.6,"1","SR 149, north of bridge","Fort Ann",43.405575,-73.577497,"Washington",115,"10","Unnamed Tributary to Hadlock Pond",2010001,"AA(T)",5,"1005-0064","C-134- 4-19- 8",NA,NA,NA,125.9955444
2375,"THAT",0.9,"1","5 m above Rte 62 bridge","Persia",42.459,-78.93739,"Cattaraugus",9,"1","Thatcher Brook",4120102,"BT",9,"0104-0073","E-23-17",NA,NA,NA,236.5570679
1616,"THIR",0.1,"1","Rte 28; under gap btwn Rte 28 & pulloff bridges","Johnsburg",43.74445,-74.05806,"Warren",113,"11","Thirteenth Brook",2020001,"CT",5,"1104-0030","H-429",NA,NA,NA,320.357605
3396,"THOH",4.3,"4.3","North off Bill Dougherty Rd","Roxbury",42.26294,-74.67199,"Delaware",25,"14","Thompson Hollow",2040102,"C(TS)",4,"1403-0099","D-70-70",NA,NA,NA,597.1992798
1170,"THOM",0.7,"1","50 m above Baird Rd  bridge","Perinton",43.10818,-77.4633,"Monroe",55,"3","Thomas Creek",4140101,"B",8,"0302-0023","ONT-108-P113-3-12",NA,NA,NA,119.8905029
2641,"THOP",0.1,"1","100 m below Rte 67A","Durham",42.36803,-74.08258,"Greene",39,"13","Thorp Creek",2020006,"C(TS)",4,"1309-0029","H-193-33",NA,NA,NA,134.3517303
1948,"THOS",0.5,"1","CR 12A bridge","Chenango",42.16889,-75.88194,"Broome",7,"6","Thomas Creek",2050102,"C",7,"0602-0120","SR-44-6",NA,NA,NA,257.3515625
1270,"THRD",0.5,"1","Ogden St bridge; 30m downstream","Walton",42.17333,-75.13917,"Delaware",25,"14","Third Brook",2040101,"C(TS)",4,"1404-0061","D-71-38-",NA,NA,NA,378.5735779
1361,"THRE",0.5,"1","40 m below Rte 365","Rome",43.2025,-75.39611,"Oneida",65,"12","Three Mile Creek",2020004,"C",6,"1201-0223","H-240-234",NA,NA,NA,136.6127777
2642,"THRK",0.7,"1","5 m below South Shore Rd bridge","Webb",43.73064,-74.88431,"Herkimer",43,"8","Third Lake Creek",4150101,"CT",6,"0801-0098","ONT-19-81-18-P782c-19",NA,NA,NA,527.0444336
3248,"THRM",4.2,"1","SR 49 bridge","Constantia",43.273,-76.035,"Oswego",75,"7","Threemile Creek",4140202,"C",7,"0703-0035","ONT-66-11-P26-6",NA,NA,NA,132.153717
968,"TIBB",0.4,"2","above swamp&lake on Van Cortlandt Park golf course","New York",40.89417,-73.88972,"Bronx",5,"17","Tibbetts Brook",2030101,"B",2,"1702-0061","(MW2.3)  ER-1-5",NA,NA,NA,5.994000435
967,"TIBB",1.5,"1","off Damon St.","Yonkers",40.90944,-73.88528,"Westchester",119,"17","Tibbetts Brook",2030101,"B",3,"1702-0061","(MW2.3) ER-1-5",NA,NA,NA,8.973063469
1344,"TICU",0.2,"2","100 m above Rte 116 bridge","North Salem",41.32694,-73.65528,"Westchester",119,"13","Titicus River Outlet",2030101,"A(T)",3,"1302-0034","H- 31-P44-26",NA,NA,NA,63.32526398
1346,"TICU",4.1,"1","10 m above June Rd bridge","North Salem",41.32583,-73.59028,"Westchester",119,"13","Titicus River",2030101,"C(TS)",3,"1302-0135","H- 31-P44-26/P103-",NA,NA,NA,103.696434
1345,"TICU",6.5,"6.5","St. Johns Church Rd.","North Salem",41.3348,-73.5581,"Westchester",119,"13","Titicus River",2030101,"C(TS)",3,"1302-0135","H- 31-P44-26/P103-",NA,NA,NA,145.2411804
1373,"TIMM",0.6,"1","20 m above Rte 5 bridge","St Johnsville",42.99917,-74.69917,"Montgomery",57,"12","Timmerman Creek",2020004,"CT",4,"1201-0148","H-240-141",NA,NA,NA,100.8874664
1771,"TINW",1.6,"1","20m above Rte 52 bridge","Montgomery",41.56111,-74.18333,"Orange",71,"13","Tin Brook",2020007,"A",3,"1306-0068","H-139-13-33",NA,NA,NA,100.9580688
1816,"TIOR",1.5,"1","30m above Rte 210 bridge @Cedar Flats Rd","Stony Point",41.23778,-74.02194,"Rockland",87,"13","Lake Tiorati Brook",2030101,"C",3,"1301-0062","H- 43",NA,NA,NA,64.12844849
3250,"TKEU",0.3,"1","150 meters upstream of Route 29 bridge","Jerusalem",42.596,-77.155,"Yates",123,"7","Unnamed Tributary to Keuka Lake",4140201,"D",8,"0705-0092","ONT-66-12-P 369-115-P 388-62-a",NA,NA,NA,239.662323
973,"TMIL",1,"4","40 m above Saybrook Valley Rd. bridge","Durham",42.41472,-74.13,"Greene",39,"13","Tenmile Creek",2020006,"C(TS)",4,"1309-0030","H-193-41",NA,NA,NA,189.9849243
972,"TMIL",3,"3","30 m below Rt. 351 bridge","Rensselaerville",42.43639,-74.13306,"Albany",1,"13","Tenmile Creek",2020006,"C(TS)",4,"1309-0030","H-193-41",NA,NA,NA,249.0056458
971,"TMIL",6,"2","20 m below McColloch Cross Rd. bridge","Rensselaerville",42.47528,-74.13167,"Albany",1,"13","Tenmile Creek",2020006,"C",4,"1309-0030","H-193-41",NA,NA,NA,310.3092041
970,"TMIL",9,"01A","1/2 mi. below bridge; rd. opposite from town park","Rensselaerville",42.51417,-74.13556,"Albany",1,"13","Tenmile Creek",2020006,"C(T)",4,"1309-0030","H-193-41",NA,NA,NA,395.0722961
969,"TMIL",9.4,"1","150 m above bridge; Huyck preserve","Rensselaerville",42.51528,-74.14333,"Albany",1,"13","Tenmile Creek",2020006,"C(T)",4,"1309-0030","H-193-41",NA,NA,NA,439.4547729
1691,"TMLV",0.7,"1","30m above Rt 415 bridge","Avoca",42.44781,-77.46022,"Steuben",101,"5","Twelvemile Creek",2050105,"CTS",8,"0502-0040","PA-3-58-39",NA,NA,NA,377.7661438
42675189,"TMLV",7.8,NA,"10m above CR 9 bridge","Prattsburg",42.514739,-77.390314,"Steuben",101,"5","Twelvemile Creek",2050105,"C(T)",8,"0502-0040","Pa  3-58-39","High gradient- hard bottom","Altered",NA,433.1921997
1695,"TNCR",0.4,"1","Just below Rt 7 bridge","Avoca",42.42836,-77.43108,"Steuben",101,"5","Ten Mile Creek",2050105,"CTS",8,"0502-0038","PA-3-58-35",NA,NA,NA,370.9407349
2645,"TOBE",0.6,"1","10 m below Lamoka Lake Rd bridge","Tyrone",42.4044,-77.0663,"Schuyler",97,"5","Tobehanna Creek",2050105,"C",8,"0502-0007","PA-3-58-15-P47-6",NA,NA,NA,339.4273376
975,"TOGA",1.3,"2","100 m below RR bridge at Lumber St.","Erwin",42.14205,-77.10939,"Steuben",101,"5","Tioga River",2050104,"C",8,"0503-0004","PA-3-57",NA,NA,NA,284.7559814
1705,"TOGA",6.3,"01A","200m below Presho-Lindley Rd bridge","Lindley",42.08313,-77.14874,"Steuben",101,"5","Tioga River",2050104,"C",8,"0503-0004","PA-3-57",NA,NA,NA,290.9530029
974,"TOGA",10.7,"1","300 m below Morgan Creek Rd. bridge","Lindley",42.03044,-77.13283,"Steuben",101,"5","Tioga River",2050104,"C",8,"0503-0004","PA-3-57",NA,NA,NA,295.5938416
991,"TOGH",0.3,"19","200 m above Rte 12 bridge","Barker",42.23917,-75.84834,"Broome",7,"6","Tioughnioga River",2050102,"B",7,"0602-0066","SR-44-14",NA,NA,NA,268.4649048
990,"TOGH",12.2,"17","100 m below Rt. 79 bridge","Lisle",42.34889,-75.99944,"Broome",7,"6","Tioughnioga River",2050102,"B",7,"0602-0067","SR-44-14",NA,NA,NA,291.5169678
40969978,"TOGH",16.1,"16B","Off US 11  Access over guard rail next to road","Lisle",42.398812,-76.013375,"Broome",7,"6","Tioughnioga River",2050102,"C",7,"0602-0067","SR-44-14",NA,NA,NA,298.5383301
989,"TOGH",19.8,"16","at head of island above Rt. 221 bridge","Marathon",42.44472,-76.03694,"Cortland",23,"6","Tioughnioga River",2050102,"B",7,"0602-0067","SR-44-14",NA,NA,NA,305.2085266
988,"TOGH",23.5,"15","opposite Gridley Creek","Virgil",42.49028,-76.07333,"Cortland",23,"6","Tioughnioga River",2050102,"B",7,"0602-0002","SR-44-14",NA,NA,NA,316.4276123
987,"TOGH",27,"14","Hoxie Gorge parking area off Rt. 11","Virgil",42.54333,-76.09805,"Cortland",23,"6","Tioughnioga River",2050102,"BT",7,"0602-0002","SR-44-14",NA,NA,NA,329.2323608
985,"TOGH",29.8,"12","50 m above Blodgett Mills bridge","Cortlandville",42.56805,-76.12167,"Cortland",23,"6","Tioughnioga River",2050102,"B",7,"0602-0002","SR-44-14",NA,NA,NA,328.3383484
