stationID,Lat,Lon,Stream Name,Assessment,Individual Sample Results,site_id
42.546_-75.236,42.546,-75.236,Butternut Creek,No Known Impact,7/20/2018:No Known Impact,-75.236_42.546
42.548_-73.769,42.548,-73.769,Vlomankill,No Conclusion,9/16/2019:No Conclusion,-73.769_42.548
42.549_-74.407,42.549,-74.407,Schoharie Creek,No Known Impact,09/09/2012:No Known Impact,-74.407_42.549
42.549_-75.246,42.549,-75.246,Butternut creek tributary,No Known Impact,7/21/2017:No Known Impact,-75.246_42.549
42.555_-75.897,42.555,-75.897,Mallory Brook,No Known Impact,09/01/2015:No Known Impact,-75.897_42.555
42.557_-73.654,42.557,-73.654,Moordener Kill,No Conclusion,07/26/2014:No Conclusion,-73.654_42.557
42.557_-73.658,42.557,-73.658,Moordener Kill,No Conclusion,09/29/2012:No Conclusion,-73.658_42.557
42.559_-73.515,42.559,-73.515,Alder Brook,No Known Impact,9/8/2019:No Known Impact,-73.515_42.559
42.564_-73.674,42.564,-73.674,North Branch Moordener Kill and tribs,No Conclusion,07/02/2014:No Conclusion,-73.674_42.564
42.567_-75.892,42.567,-75.892,Pond Creek,No Known Impact,9/13/2016:No Known Impact,-75.892_42.567
42.569_-73.677,42.569,-73.677,North Branch Moordener Kill,No Known Impact,"09/28/2012:No Known Impact
09/23/2012:No Conclusion
09/16/2014:No Conclusion",-73.677_42.569
42.574_-73.705,42.574,-73.705,Moordener Kill,No Known Impact,7/19/2016:No Known Impact,-73.705_42.574
42.577_-78.852,42.577,-78.852,North Branch Clear Creek,dry,09/30/2015:dry,-78.852_42.577
42.578_-73.814,42.578,-73.814,Dowers Kill,Possibly Impaired,09/16/2015:Possibly Impaired,-73.814_42.578
42.578_-73.839,42.578,-73.839,Vlomankill - Phillipinkill,dry,7/21/2016:dry,-73.839_42.578
42.579_-73.839,42.579,-73.839,Vlomankill - Phillipinkill,No Conclusion,7/21/2016:No Conclusion,-73.839_42.579
42.581_-73.766,42.581,-73.766,Minor Tribs to West of Hudson,dry,08/01/2015:dry,-73.766_42.581
42.584_-73.487,42.584,-73.487,Tackawasick Creek,No Conclusion,8/12/2019:No Conclusion,-73.487_42.584
42.584_-73.49,42.584,-73.49,unnamed,No Conclusion,8/12/2019:No Conclusion,-73.49_42.584
42.584_-73.74,42.584,-73.74,Papscanee Creek and minor tribs,No Conclusion,08/23/2013:No Conclusion,-73.74_42.584
42.584_-73.748,42.584,-73.748,Papscanee Creek,No Conclusion,08/23/2013:No Conclusion,-73.748_42.584
42.586_-76.13,42.586,-76.13,"Trout Brook, Lower",No Known Impact,8/22/2016:No Known Impact,-76.13_42.586
42.589_-78.682,42.589,-78.682,"Eighteenmile Creek, Upper, and tribs",No Conclusion,09/29/2014:No Conclusion,-78.682_42.589
42.59_-73.641,42.59,-73.641,North Branch Moordener Kill and tribs,No Conclusion,09/09/2014:No Conclusion,-73.641_42.59
42.59_-74.753,42.59,-74.753,Decatur Creek,No Known Impact,8/7/2016:No Known Impact,-74.753_42.59
42.592_-74.348,42.592,-74.348,Line Creek,No Known Impact,"09/20/2013:No Known Impact
09/18/2013:No Known Impact
08/11/2014:No Conclusion",-74.348_42.592
42.594_-73.664,42.594,-73.664,North Branch Moordener Kill,No Conclusion,07/26/2014:No Conclusion,-73.664_42.594
42.594_-76.095,42.594,-76.095,Trout Brook,No Known Impact,8/31/2016:No Known Impact,-76.095_42.594
42.597_-73.856,42.597,-73.856,Phillipinkill,dry,7/6/2016:dry,-73.856_42.597
42.598_-73.782,42.598,-73.782,Island Creek and minor tribs,No Conclusion,09/07/2015:No Conclusion,-73.782_42.598
42.598_-76.63,42.598,-76.63,"Minor Tribs to Cayuga Lake, Eastern",No Conclusion,09/30/2015:No Conclusion,-76.63_42.598
42.6_-76.191,42.6,-76.191,Otter Creek,No Conclusion,8/13/2017:No Conclusion,-76.191_42.6
42.603_-79.114,42.603,-79.114,Minor Tribs to Lake Erie,dry,09/30/2015:dry,-79.114_42.603
42.604_-76.186,42.604,-76.186,Otter Creek,No Conclusion,8/11/2019:No Conclusion,-76.186_42.604
42.605_-76.215,42.605,-76.215,Blue Creek,No Known Impact,09/10/2015:No Known Impact,-76.215_42.605
42.606_-75.045,42.606,-75.045,Otsego Creek,No Conclusion,08/19/2022:No Conclusion,-75.045_42.606
42.606_-76.188,42.606,-76.188,Dry Creek,No Known Impact,08/07/2015:No Known Impact,-76.188_42.606
42.607_-73.769,42.607,-73.769,Island Creek and minor tribs,dry,"08/01/2015:dry
09/07/2015:dry",-73.769_42.607
42.608_-73.748,42.608,-73.748,Papscanee Creek and minor tribs,No Conclusion,08/23/2013:No Conclusion,-73.748_42.608
42.608_-73.769,42.608,-73.769,Island Creek and minor tribs,dry,09/07/2015:dry,-73.769_42.608
42.61_-77.404,42.61,-77.404,Eelpot Creek,No Known Impact,08/21/2015:No Known Impact,-77.404_42.61
42.611_-73.894,42.611,-73.894,Vlomankill Stream,No Conclusion,9/29/2016:No Conclusion,-73.894_42.611
42.612_-73.897,42.612,-73.897,Vlomankill Stream,No Conclusion,8/2/2017:No Conclusion,-73.897_42.612
42.612_-79.11,42.612,-79.11,Minor Tribs to Lake Erie,dry,09/30/2015:dry,-79.11_42.612
42.613_-73.898,42.613,-73.898,Vlomankill Stream,No Known Impact,9/29/2016:No Known Impact,-73.898_42.613
42.614_-73.898,42.614,-73.898,Vlomankill Stream,No Conclusion,7/31/2017:No Conclusion,-73.898_42.614
42.614_-78.012,42.614,-78.012,"Wolf Creek, Letchworth Ny",No Conclusion,09/03/2022:No Conclusion,-78.012_42.614
42.618_-74.13,42.618,-74.13,Fox river ,No Known Impact,9/16/2019:No Known Impact,-74.13_42.618
42.621_-73.525,42.621,-73.525,Tribs to Burden Lake,No Conclusion,09/25/2012:No Conclusion,-73.525_42.621
42.625_-73.564,42.625,-73.564,Wynants Kill,No Known Impact,08/16/2012:No Known Impact,-73.564_42.625
42.625_-74.129,42.625,-74.129,Coeymans Creek,No Conclusion,9/26/2017:No Conclusion,-74.129_42.625
42.626_-74.13,42.626,-74.13,Fox Creek,No Conclusion,9/21/2016:No Conclusion,-74.13_42.626
42.626_-75.814,42.626,-75.814,Glen Brook,No Known Impact,9/22/2017:No Known Impact,-75.814_42.626
42.628_-74.175,42.628,-74.175,Fox Creek,No Conclusion,08/28/2013:No Conclusion,-74.175_42.628
42.63_-74.74,42.63,-74.74,Decatur Creek,No Known Impact,8/7/2016:No Known Impact,-74.74_42.63
42.63_-74.741,42.63,-74.741,Decatur Creek,No Known Impact,8/3/2018:No Known Impact,-74.741_42.63
42.631_-73.535,42.631,-73.535,Wynants Kill,No Known Impact,"09/14/2012:No Known Impact
09/12/2012:No Conclusion",-73.535_42.631
42.632_-73.414,42.632,-73.414,Black River,No Conclusion,"7/1/2016:No Conclusion
08/17/2015:No Conclusion
07/01/2014:No Conclusion",-73.414_42.632
42.633_-78.334,42.633,-78.334,"Cattaraugus Cr, Upper, and tribs",No Conclusion,09/01/2014:No Conclusion,-78.334_42.633
42.634_-73.801,42.634,-73.801,Normans Kill,Possibly Impaired,"08/19/2013:No Conclusion
09/07/2012:Possibly Impaired
08/24/2012:No Conclusion",-73.801_42.634
42.635_-73.8,42.635,-73.8,Normans Kill,No Conclusion,09/23/2013:No Conclusion,-73.8_42.635
42.635_-73.999,42.635,-73.999,Normanskill,No Conclusion,8/30/2017:No Conclusion,-73.999_42.635
42.638_-73.539,42.638,-73.539,Horse Heaven Brook,No Conclusion,09/25/2012:No Conclusion,-73.539_42.638
42.642_-73.612,42.642,-73.612,North Branch Moordener Kill,No Conclusion,07/17/2014:No Conclusion,-73.612_42.642
42.642_-76.408,42.642,-76.408,Owasco Inlet,No Conclusion,8/18/2017:No Conclusion,-76.408_42.642
42.644_-76.189,42.644,-76.189,Factory Brook,No Known Impact,9/4/2016:No Known Impact,-76.189_42.644
42.644_-76.192,42.644,-76.192,Factory Brook,No Known Impact,9/21/2016:No Known Impact,-76.192_42.644
42.646_-78.547,42.646,-78.547,East Branch Cazenovia Creek,No Conclusion,9/18/2018:No Conclusion,-78.547_42.646
42.647_-78.548,42.647,-78.548,East branch cazenovia creek,No Conclusion,9/18/2019:No Conclusion,-78.548_42.647
42.649_-73.847,42.649,-73.847,Krumkill,No Conclusion,9/18/2019:No Conclusion,-73.847_42.649
42.649_-73.937,42.649,-73.937,Vly Creek,No Known Impact,9/28/2018:No Known Impact,-73.937_42.649
42.649_-73.956,42.649,-73.956,Vly Creek,No Conclusion,8/16/2018:No Conclusion,-73.956_42.649
42.649_-75.787,42.649,-75.787,Ashbell Brook,No Known Impact,9/10/2017:No Known Impact,-75.787_42.649
42.65_-73.537,42.65,-73.537,Tribs to Burden Lake,No Known Impact,"09/28/2012:No Known Impact
09/20/2012:No Known Impact",-73.537_42.65
42.65_-73.844,42.65,-73.844,Normanskill: Krumkill,No Conclusion,7/7/2016:No Conclusion,-73.844_42.65
42.65_-78.447,42.65,-78.447,Brown Brook,No Known Impact,09/13/2022:No Known Impact,-78.447_42.65
42.651_-73.845,42.651,-73.845,Krum Kill,Possibly Impaired,09/20/2012:Possibly Impaired,-73.845_42.651
42.651_-73.926,42.651,-73.926,Vly Creek,No Conclusion,09/22/2012:No Conclusion,-73.926_42.651
42.652_-76.424,42.652,-76.424,Owasco Inlet,No Conclusion,8/24/2017:No Conclusion,-76.424_42.652
42.653_-73.924,42.653,-73.924,Vly Creek,No Known Impact,"9/30/2018:No Known Impact
8/16/2018:No Known Impact",-73.924_42.653
42.655_-76.435,42.655,-76.435,Hemlock Creek,No Known Impact,08/09/2022:No Known Impact,-76.435_42.655
42.658_-77.034,42.658,-77.034,Keuka Outlet,No Known Impact,9/26/2016:No Known Impact,-77.034_42.658
42.659_-73.828,42.659,-73.828,Krumkill,Possibly Impaired,8/7/2016:Possibly Impaired,-73.828_42.659
42.659_-73.997,42.659,-73.997,Black Creek and tribs,dry,08/08/2014:dry,-73.997_42.659
42.661_-74.236,42.661,-74.236,Fox Creek,No Known Impact,08/20/2014:No Known Impact,-74.236_42.661
42.662_-78.44,42.662,-78.44,Buffalo Creek,No Known Impact,07/26/2022:No Known Impact,-78.44_42.662
42.663_-74.949,42.663,-74.949,Susquehanna River,No Known Impact,08/06/2014:No Known Impact,-74.949_42.663
42.666_-73.895,42.666,-73.895,Vly Creek,No Conclusion,08/23/2015:No Conclusion,-73.895_42.666
42.666_-76.436,42.666,-76.436,"Owasco Inlet, Lower, and minor tribs",No Known Impact,08/28/2015:No Known Impact,-76.436_42.666
42.668_-73.828,42.668,-73.828,Krumkill (within larger Normanskill watershed),No Conclusion,8/7/2017:No Conclusion,-73.828_42.668
42.669_-74.964,42.669,-74.964,Oaks Creek,No Known Impact,08/06/2014:No Known Impact,-74.964_42.669
42.669_-77.145,42.669,-77.145,Sugar Creek,No Conclusion,07/12/2015:No Conclusion,-77.145_42.669
42.669_-77.592,42.669,-77.592,Springwater Creek and minor tribs,No Conclusion,09/28/2013:No Conclusion,-77.592_42.669
42.669_-78.136,42.669,-78.136,Cotton Creek,No Known Impact,09/29/2013:No Known Impact,-78.136_42.669
42.671_-76.435,42.671,-76.435,"Owasco Inlet, Lower, and minor tribs",No Known Impact,09/29/2015:No Known Impact,-76.435_42.671
42.672_-73.758,42.672,-73.758,Patroon Creek,No Conclusion,7/20/2016:No Conclusion,-73.758_42.672
42.672_-73.828,42.672,-73.828,Krum Kill,No Conclusion,09/12/2012:No Conclusion,-73.828_42.672
42.673_-73.639,42.673,-73.639,North Branch Moordener Kill,No Conclusion,7/28/2017:No Conclusion,-73.639_42.673
42.673_-73.983,42.673,-73.983,Black Creek,dry,08/08/2014:dry,-73.983_42.673
42.676_-78.439,42.676,-78.439,Buffalo Creek,No Conclusion,09/13/2022:No Conclusion,-78.439_42.676
42.677_-73.836,42.677,-73.836,Unknown trib to Krumkill,Possibly Impaired,8/11/2016:Possibly Impaired,-73.836_42.677
42.678_-73.837,42.678,-73.837,Krumkill,Possibly Impaired,8/23/2016:Possibly Impaired,-73.837_42.678
42.68_-78.354,42.68,-78.354,Tonawanda Creek,No Conclusion,07/19/2022:No Conclusion,-78.354_42.68
42.681_-78.111,42.681,-78.111,Oatka Creek,No Known Impact,08/03/2014:No Known Impact,-78.111_42.681
42.682_-73.91,42.682,-73.91,Hungerkill,No Conclusion,8/6/2017:No Conclusion,-73.91_42.682
42.683_-73.909,42.683,-73.909,Hungerkill,No Conclusion,8/4/2017:No Conclusion,-73.909_42.683
42.686_-76.169,42.686,-76.169,Cold Brook and tribs,No Known Impact,9/21/2016:No Known Impact,-76.169_42.686
42.687_-73.743,42.687,-73.743,Minor Tribs to West of Hudson,No Conclusion,09/13/2014:No Conclusion,-73.743_42.687
42.687_-79,42.687,-79,Pike Creek,Possibly Impaired,08/10/2014:Possibly Impaired,-79_42.687
42.691_-78.054,42.691,-78.054,Silver Lake Inlet/Tribs to Silver Lake,No Conclusion,08/03/2014:No Conclusion,-78.054_42.691
42.692_-73.466,42.692,-73.466,Poestenkill,No Conclusion,9/10/2016:No Conclusion,-73.466_42.692
42.692_-73.778,42.692,-73.778,Sand Creek,Possibly Impaired,"8/27/2019:No Conclusion
8/15/2017:Possibly Impaired",-73.778_42.692
42.7_-73.939,42.7,-73.939,Normanskill,Possibly Impaired,9/29/2016:Possibly Impaired,-73.939_42.7
42.702_-73.966,42.702,-73.966,Black Creek,Possibly Impaired,"9/28/2018:No Conclusion
9/29/2016:Possibly Impaired",-73.966_42.702
42.702_-74.344,42.702,-74.344,Cobleskill Creek,No Known Impact,"08/31/2012:No Known Impact
08/25/2012:No Conclusion",-74.344_42.702
42.703_-76.186,42.703,-76.186,Cold Brook,No Known Impact,8/24/2016:No Known Impact,-76.186_42.703
42.705_-73.585,42.705,-73.585,Poesten Kill,No Conclusion,07/22/2015:No Conclusion,-73.585_42.705
42.706_-73.582,42.706,-73.582,Quacken Kill,No Known Impact,"9/10/2016:No Known Impact
07/12/2015:No Conclusion",-73.582_42.706
42.707_-78.899,42.707,-78.899,Eighteenmile Creek,No Conclusion,09/29/2014:No Conclusion,-78.899_42.707
42.708_-73.724,42.708,-73.724,Minor Tribs to West of Hudson,No Conclusion,09/28/2012:No Conclusion,-73.724_42.708
42.71_-76.034,42.71,-76.034,Labrador Creek,No Known Impact,9/12/2016:No Known Impact,-76.034_42.71
42.712_-76.003,42.712,-76.003,Morgan Hill Creek,No Known Impact,9/9/2016:No Known Impact,-76.003_42.712
42.714_-74.045,42.714,-74.045,Bozen Kill,No Known Impact,"09/01/2012:No Conclusion
08/03/2013:No Known Impact",-74.045_42.714
42.714_-74.046,42.714,-74.046,Bozen Kill,No Conclusion,08/25/2012:No Conclusion,-74.046_42.714
42.714_-74.047,42.714,-74.047,Bozenkill,No Conclusion,8/18/2016:No Conclusion,-74.047_42.714
42.714_-74.049,42.714,-74.049,Bozen Kill,No Conclusion,9/5/2018:No Conclusion,-74.049_42.714
42.715_-75.312,42.715,-75.312,Tallette Creek,No Conclusion,8/3/2017:No Conclusion,-75.312_42.715
42.715_-77.712,42.715,-77.712,Conesus Inlet,No Conclusion,09/27/2013:No Conclusion,-77.712_42.715
42.722_-73.605,42.722,-73.605,Poesten Kill,No Known Impact,"09/28/2012:No Known Impact
09/24/2012:No Conclusion",-73.605_42.722
42.723_-73.992,42.723,-73.992,Bozen Kill,No Known Impact,"9/29/2016:No Known Impact
09/15/2013:No Known Impact
08/25/2012:No Known Impact",-73.992_42.723
42.723_-73.993,42.723,-73.993,Bozenkill Creek,No Known Impact,09/29/2022:No Known Impact,-73.993_42.723
42.724_-75.97,42.724,-75.97,Tioughnioga River - East Branch,No Known Impact,9/6/2016:No Known Impact,-75.97_42.724
42.727_-74.918,42.727,-74.918,Minor Tribs to Otsego Lake,No Known Impact,08/05/2014:No Known Impact,-74.918_42.727
42.733_-73.631,42.733,-73.631,Poesten Kill,No Known Impact,"09/27/2015:No Known Impact
9/10/2016:No Known Impact
08/28/2015:No Conclusion",-73.631_42.733
42.736_-75.01,42.736,-75.01,Oak Creek,No Known Impact,7/24/2016:No Known Impact,-75.01_42.736
42.737_-73.714,42.737,-73.714,Dry River,Possibly Impaired,7/28/2016:Possibly Impaired,-73.714_42.737
42.737_-78.308,42.737,-78.308,Tonawanda Creek,No Known Impact,08/17/2022:No Known Impact,-78.308_42.737
42.737_-78.479,42.737,-78.479,Buffalo Creek,No Conclusion,08/23/2014:No Conclusion,-78.479_42.737
42.738_-78.358,42.738,-78.358,Cayuga Creek,No Known Impact,09/13/2022:No Known Impact,-78.358_42.738
42.739_-73.625,42.739,-73.625,Sweet Milk Creek,No Conclusion,7/17/2016:No Conclusion,-73.625_42.739
42.739_-73.714,42.739,-73.714,Minor Tribs to West of Hudson,No Conclusion,07/26/2014:No Conclusion,-73.714_42.739
42.739_-74.336,42.739,-74.336,Cripplebush Creek,No Known Impact,08/11/2014:No Known Impact,-74.336_42.739
42.741_-78.136,42.741,-78.136,Oatka Creek,No Known Impact,09/20/2013:No Known Impact,-78.136_42.741
42.742_-73.812,42.742,-73.812,Shaker Creek (tributary within larger Shaker Creek watershed-downstream of Ann Lee pond),No Conclusion,8/10/2017:No Conclusion,-73.812_42.742
42.746_-73.995,42.746,-73.995,Normans Kill,dry,08/12/2014:dry,-73.995_42.746
42.748_-73.554,42.748,-73.554,Quacken Creek,No Conclusion,9/10/2016:No Conclusion,-73.554_42.748
42.753_-74.18,42.753,-74.18,Normans Kill,No Known Impact,07/31/2014:No Known Impact,-74.18_42.753
42.754_-73.701,42.754,-73.701,Salt Kill,Possibly Impaired,"09/23/2015:No Conclusion
08/07/2014:Possibly Impaired",-73.701_42.754
42.755_-73.866,42.755,-73.866,Lisha Kill and tribs,No Conclusion,07/01/2014:No Conclusion,-73.866_42.755
42.757_-73.867,42.757,-73.867,Lisha Kill,No Conclusion,8/9/2018:No Conclusion,-73.867_42.757
42.757_-74.336,42.757,-74.336,Fly Creek,No Known Impact,8/9/2016:No Known Impact,-74.336_42.757
42.757_-75.581,42.757,-75.581,Stone mill brook,No Known Impact,9/2/2017:No Known Impact,-75.581_42.757
42.761_-73.528,42.761,-73.528,Quackenkill,No Conclusion,9/1/2018:No Conclusion,-73.528_42.761
42.761_-74.255,42.761,-74.255,Schoharie Creek,No Known Impact,"08/01/2012:No Conclusion
08/10/2012:No Conclusion
8/11/2016:No Known Impact",-74.255_42.761
42.762_-73.862,42.762,-73.862,Lisha Kill,No Conclusion,07/22/2014:No Conclusion,-73.862_42.762
42.763_-73.446,42.763,-73.446,Quackenkill,No Conclusion,9/29/2018:No Conclusion,-73.446_42.763
42.763_-74,42.763,-74,Normanskill,No Conclusion,8/25/2017:No Conclusion,-74_42.763
42.764_-74.002,42.764,-74.002,Normanskill,No Conclusion,8/29/2017:No Conclusion,-74.002_42.764
42.765_-73.723,42.765,-73.723,Salt Kill,No Conclusion,8/14/2018:No Conclusion,-73.723_42.765
42.765_-73.728,42.765,-73.728,Salt Kill,No Conclusion,09/22/2014:No Conclusion,-73.728_42.765
42.765_-74.001,42.765,-74.001,"Normans Kill, Upper, and tribs",No Conclusion,07/19/2013:No Conclusion,-74.001_42.765
42.766_-73.789,42.766,-73.789,Shaker Creek,No Conclusion,09/10/2022:No Conclusion,-73.789_42.766
42.771_-78.219,42.771,-78.219,Tributary 6 on Crow Creek,No Conclusion,8/2/2017:No Conclusion,-78.219_42.771
42.772_-73.79,42.772,-73.79,Shaker Creek At Fox Preserve - Town Of Colonie,No Conclusion,09/10/2022:No Conclusion,-73.79_42.772
42.773_-74.039,42.773,-74.039,Normans Kill,No Known Impact,08/15/2012:No Known Impact,-74.039_42.773
42.776_-73.764,42.776,-73.764,Delphus Kill,Possibly Impaired,09/20/2015:Possibly Impaired,-73.764_42.776
42.777_-74.075,42.777,-74.075,Normans Kill,No Known Impact,"09/27/2012:No Known Impact
08/24/2014:No Conclusion",-74.075_42.777
42.778_-73.792,42.778,-73.792,Shakers Creek,No Conclusion,08/12/2014:No Conclusion,-73.792_42.778
42.778_-73.823,42.778,-73.823,Minor Tribs to Mohawk River,Possibly Impaired,07/19/2012:Possibly Impaired,-73.823_42.778
42.779_-73.792,42.779,-73.792,Shakers Creek,No Conclusion,09/12/2014:No Conclusion,-73.792_42.779
42.779_-74.144,42.779,-74.144,"Normans Kill, Upper, and tribs",No Conclusion,08/24/2014:No Conclusion,-74.144_42.779
42.779_-77.711,42.779,-77.711,Minor Tribs to Conesus Lake,No Conclusion,09/27/2013:No Conclusion,-77.711_42.779
42.783_-73.857,42.783,-73.857,Lisha Kill,No Conclusion,"07/24/2014:No Conclusion
07/11/2012:No Conclusion",-73.857_42.783
42.786_-76.927,42.786,-76.927,Reeder Creek,Possibly Impaired,09/29/2015:Possibly Impaired,-76.927_42.786
42.789_-73.531,42.789,-73.531,Indian Creek,No Conclusion,9/19/2018:No Conclusion,-73.531_42.789
42.789_-74.253,42.789,-74.253,Schoharie Creek,No Conclusion,"08/08/2012:No Conclusion
08/01/2012:No Conclusion",-74.253_42.789
42.789_-75.025,42.789,-75.025,Herkimer Creek,No Conclusion,7/31/2018:No Conclusion,-75.025_42.789
42.791_-73.853,42.791,-73.853,Lisha Kill,No Conclusion,9/8/2016:No Conclusion,-73.853_42.791
42.791_-73.857,42.791,-73.857,Lisha Kill,No Conclusion,07/23/2012:No Conclusion,-73.857_42.791
42.792_-74.134,42.792,-74.134,"Normans Kill, Upper, and tribs",No Conclusion,08/21/2013:No Conclusion,-74.134_42.792
42.793_-78.318,42.793,-78.318,Tonawanda Creek ,No Known Impact,08/17/2022:No Known Impact,-78.318_42.793
42.794_-74.172,42.794,-74.172,"Normans Kill, Upper, and tribs",Possibly Impaired,07/16/2014:Possibly Impaired,-74.172_42.794
42.797_-73.666,42.797,-73.666,Minor Tribs to East of Upper Hudson,No Conclusion,08/01/2013:No Conclusion,-73.666_42.797
42.797_-73.83,42.797,-73.83,Stony Creek,No Conclusion,09/28/2012:No Conclusion,-73.83_42.797
42.802_-73.848,42.802,-73.848,Minor Tribs to Mohawk River,No Conclusion,08/30/2012:No Conclusion,-73.848_42.802
42.803_-74.257,42.803,-74.257,Bowman Creek,No Known Impact,07/08/2015:No Known Impact,-74.257_42.803
42.805_-73.594,42.805,-73.594,Deep Kill,No Conclusion,8/19/2018:No Conclusion,-73.594_42.805
42.805_-73.994,42.805,-73.994,Poentic Kill and tribs,No Conclusion,"08/16/2012:No Conclusion
08/10/2012:No Conclusion",-73.994_42.805
42.807_-75.058,42.807,-75.058,Herkimer Creek,No Known Impact,7/28/2016:No Known Impact,-75.058_42.807
42.808_-76.701,42.808,-76.701,,No Conclusion,9/20/2018:No Conclusion,-76.701_42.808
42.813_-74.259,42.813,-74.259,Schoharie Creek,No Known Impact,08/13/2014:No Known Impact,-74.259_42.813
42.813_-78.423,42.813,-78.423,Cayuga Creek,No Known Impact,07/29/2022:No Known Impact,-78.423_42.813
42.815_-74.26,42.815,-74.26,Schoharie Creek,No Conclusion,07/26/2012:No Conclusion,-74.26_42.815
42.817_-74.294,42.817,-74.294,Wilsey Creek,No Known Impact,08/14/2014:No Known Impact,-74.294_42.817
42.818_-78.446,42.818,-78.446,Cayuga Creek,No Conclusion,07/29/2022:No Conclusion,-78.446_42.818
42.82_-73.573,42.82,-73.573,"Deep Kill, Upper, and tribs",No Conclusion,09/17/2015:No Conclusion,-73.573_42.82
42.82_-74.268,42.82,-74.268,Wilsey Creek,No Known Impact,"08/16/2012:No Known Impact
07/27/2012:No Conclusion",-74.268_42.82
42.82_-74.269,42.82,-74.269,Wilsey Creek,No Known Impact,07/07/2015:No Known Impact,-74.269_42.82
42.828_-77.559,42.828,-77.559,Hemlock Outlet,Possibly Impaired,9/11/2016:Possibly Impaired,-77.559_42.828
42.829_-76.407,42.829,-76.407,Dutch Hollow Brook,No Conclusion,7/19/2017:No Conclusion,-76.407_42.829
42.83_-78.744,42.83,-78.744,Cazenovia Creek,No Conclusion,7/20/2018:No Conclusion,-78.744_42.83
42.834_-77.697,42.834,-77.697,Minor Tribs to Conesus Lake,No Conclusion,09/27/2013:No Conclusion,-77.697_42.834
42.834_-77.896,42.834,-77.896,Bidwell's Creek,No Conclusion,9/30/2016:No Conclusion,-77.896_42.834
42.836_-73.661,42.836,-73.661,Deep Kill,No Conclusion,08/02/2014:No Conclusion,-73.661_42.836
42.837_-73.678,42.837,-73.678,Minor Tribs to West of Upper Hudson,No Conclusion,07/27/2015:No Conclusion,-73.678_42.837
42.84_-73.512,42.84,-73.512,Sunkaussia Creek,No Conclusion,09/03/2022:No Conclusion,-73.512_42.84
42.843_-73.81,42.843,-73.81,Stony Creek,No Conclusion,09/28/2012:No Conclusion,-73.81_42.843
42.843_-74.628,42.843,-74.628,Canajoharie Creek,No Known Impact,8/21/2017:No Known Impact,-74.628_42.843
42.844_-76.422,42.844,-76.422,Dutch Hollow Brook,No Conclusion,7/19/2017:No Conclusion,-76.422_42.844
42.845_-74.013,42.845,-74.013,Plotter Kill,Possibly Impaired,08/31/2012:Possibly Impaired,-74.013_42.845
42.846_-73.466,42.846,-73.466,Sunkauissia Creek,No Conclusion,7/24/2019:No Conclusion,-73.466_42.846
42.848_-78.043,42.848,-78.043,Pearl Creek,No Known Impact,09/18/2013:No Known Impact,-78.043_42.848
42.849_-78.283,42.849,-78.283,Tonawanda Creek,No Known Impact,09/23/2022:No Known Impact,-78.283_42.849
42.85_-76.464,42.85,-76.464,Dutch Hollow Brook,Possibly Impaired,7/18/2017:Possibly Impaired,-76.464_42.85
42.853_-73.896,42.853,-73.896,Unnamed Trib to Mohawk River,No Conclusion,7/20/2016:No Conclusion,-73.896_42.853
42.855_-78.755,42.855,-78.755,Buffalo Creek,No Conclusion,08/29/2014:No Conclusion,-78.755_42.855
42.867_-73.903,42.867,-73.903,AplausKill in Glennville,No Known Impact,"8/26/2018:No Conclusion
08/25/2014:No Known Impact
08/08/2012:No Known Impact
08/05/2012:No Known Impact",-73.903_42.867
42.873_-78.03,42.873,-78.03,Oatka Creek,No Conclusion,09/27/2013:No Conclusion,-78.03_42.873
42.874_-73.933,42.874,-73.933,Indian Kill and tribs,No Conclusion,09/03/2012:No Conclusion,-73.933_42.874
42.874_-78.354,42.874,-78.354,Murder Creek,No Conclusion,8/22/2019:No Conclusion,-78.354_42.874
42.875_-76.562,42.875,-76.562,Veness Brook ,No Conclusion,8/10/2017:No Conclusion,-76.562_42.875
42.879_-78.119,42.879,-78.119,Black Creek,No Known Impact,08/08/2014:No Known Impact,-78.119_42.879
42.88_-75.644,42.88,-75.644,Electric Light Stream,No Known Impact,9/15/2016:No Known Impact,-75.644_42.88
42.88_-75.645,42.88,-75.645,Electric Light Stream,No Known Impact,9/15/2016:No Known Impact,-75.645_42.88
42.88_-75.646,42.88,-75.646,Electric Light Stream,No Conclusion,9/15/2016:No Conclusion,-75.646_42.88
42.88_-76.563,42.88,-76.563,Veness Brook ,No Conclusion,8/10/2017:No Conclusion,-76.563_42.88
42.88_-78.119,42.88,-78.119,Black Creek,No Known Impact,"08/07/2013:No Conclusion
08/13/2013:No Known Impact",-78.119_42.88
42.881_-75.644,42.881,-75.644,Electric Light Stream,No Known Impact,9/15/2016:No Known Impact,-75.644_42.881
42.882_-74.965,42.882,-74.965,Ocquionis Creek and Tribs,No Known Impact,"7/19/2016:No Conclusion
7/20/2017:No Known Impact",-74.965_42.882
42.883_-74.567,42.883,-74.567,Canajoharie Creek,No Known Impact,07/16/2014:No Known Impact,-74.567_42.883
42.884_-75.638,42.884,-75.638,Callahan Brook,Possibly Impaired,09/17/2015:Possibly Impaired,-75.638_42.884
42.885_-76.47,42.885,-76.47,Sucker Brook,No Conclusion,7/18/2017:No Conclusion,-76.47_42.885
